"year","mean_aflatoxin","median_aflatoxin"
2017,3.79291666666667,0
2018,2.91314285714286,0
2019,3.93333333333333,0
2020,4.17555555555556,0
2021,16.2147887323944,0
2022,5.0443661971831,0.01
2023,0.840555555555556,0.04
2016,0.944722222222222,0.005
2017,1.57083333333333,0
2018,5.22985714285714,0
2019,1.63194444444444,0
2020,5.10416666666667,0
2021,1.46788732394366,0
2022,1.92619718309859,0
2023,1.47694444444444,0
2016,0.911666666666667,0.015
2017,4.45555555555556,0
2018,5.89014285714286,0
2019,11.1440277777778,0
2020,1.48486111111111,0
2021,4.21056338028169,0
2022,5.83492957746479,0
2023,1.7325,0
2016,0.607777777777778,0
2017,12.3018055555556,0
2018,2.42142857142857,0
2019,1.64694444444444,0
2020,4.19694444444444,0
2021,4.17042253521127,0.01
2022,1.02507042253521,0
2023,3.89027777777778,0
2016,14.2030555555556,0
2017,8.74458333333333,0.01
2018,3.774,0
2019,4.56458333333333,0.01
2020,7.69611111111111,0
2021,10.4483098591549,0
2022,3.9643661971831,0.01
2023,1.29666666666667,0.01
2016,2.52083333333333,0.01
2017,3.58263888888889,0
2018,1.90742857142857,0
2019,3.26791666666667,0
2020,13.3843055555556,0
2021,3.80830985915493,0
2022,2.25098591549296,0
2023,2.93305555555556,0
2016,0.299444444444444,0.01
2017,0.860694444444444,0
2018,5.71271428571429,0
2019,0.745972222222222,0
2020,1.25180555555556,0
2021,5.43647887323944,0
2022,6.25929577464789,0
2023,5.87388888888889,0.005
2016,3.55222222222222,0.015
2017,0.734583333333333,0
2018,11.142,0
2019,0.920555555555556,0
2020,1.8275,0
2021,3.95816901408451,0
2022,0.886478873239437,0
2023,3.99361111111111,0
2016,1.34638888888889,0.01
2017,5.92375,0
2018,2.19657142857143,0
2019,1.84972222222222,0
2020,0.892638888888889,0
2021,0.96056338028169,0
2022,5.3143661971831,0
2023,3.33694444444444,0.015
2016,3.05777777777778,0
2017,5.17569444444444,0
2018,3.72414285714286,0.015
2019,3.14666666666667,0
2020,2.44569444444444,0
2021,3.11042253521127,0
2022,3.85323943661972,0
2023,0.984166666666667,0.005
2016,10.6727777777778,0
2017,1.27333333333333,0
2018,4.06228571428571,0
2019,1.04736111111111,0
2020,6.93319444444444,0
2021,2.03014084507042,0
2022,3.60915492957746,0
2023,0.796388888888889,0
2016,10.2686111111111,0.005
2017,2.15138888888889,0
2018,1.888,0
2019,2.79611111111111,0
2020,0.800694444444444,0
2021,1.59535211267606,0
2022,0.776197183098592,0
2023,1.27555555555556,0
2016,9.00694444444444,0
2017,2.02125,0
2018,8.08557142857143,0.075
2019,3.79972222222222,0
2020,1.91430555555556,0
2021,6.98408450704225,0
2022,7.34070422535211,0
2023,7.83611111111111,0
2016,1.80305555555556,0.01
2017,1.73388888888889,0
2018,7.05671428571429,0
2019,6.5125,0
2020,1.00152777777778,0
2021,19.5684507042254,0
2022,6.48028169014084,0
2023,10.1077777777778,0
2016,1.715,0
2017,6.17180555555556,0
2018,2.78785714285714,0
2019,3.70069444444444,0
2020,0.8275,0
2021,12.7492957746479,0
2022,4.62830985915493,0
2023,7.86027777777778,0
2016,10.3466666666667,0
2017,14.6943055555556,0
2018,2.745,0
2019,1.83888888888889,0
2020,7.50694444444444,0
2021,5.13183098591549,0
2022,1.33028169014084,0
2023,1.59722222222222,0
2016,2.78722222222222,0
2017,8.29722222222222,0
2018,4.64914285714286,0.01
2019,1.56555555555556,0
2020,2.83944444444444,0
2021,2.35929577464789,0
2022,3.51676056338028,0
2023,7.33444444444444,0
2016,7.59055555555556,0
2017,1.135,0
2018,1.34728571428571,0
2019,12.9291666666667,0
2020,0.587777777777778,0
2021,3.46492957746479,0
2022,1.90098591549296,0
2023,5.71611111111111,0
2016,4.74083333333333,0
2017,1.47166666666667,0
2018,7.24914285714286,0
2019,1.22305555555556,0
2020,1.84833333333333,0
2021,5.16676056338028,0
2022,3.97661971830986,0
2023,2.11916666666667,0
2016,0.8425,0.01
2017,1.35972222222222,0
2018,0.909571428571429,0
2019,17.8120833333333,0
2020,6.72319444444444,0
2021,3.52577464788732,0
2022,11.4346478873239,0
2023,3.84361111111111,0
2016,21.0558333333333,0
2017,13.5470833333333,0
2018,7.79114285714286,0
2019,4.08041666666667,0
2020,6.57597222222222,0
2021,5.52971830985916,0
2022,5.79774647887324,0.01
2023,2.31527777777778,0
2016,1.39138888888889,0.09
2017,4.84263888888889,0
2018,11.2005714285714,0
2019,2.77263888888889,0
2020,0.805833333333333,0
2021,2.65112676056338,0
2022,4.34267605633803,0
2023,3.2375,0
2016,7.485,0
2017,2.51722222222222,0.01
2018,4.83128571428571,0
2019,3.87736111111111,0
2020,3.87861111111111,0
2021,1.85985915492958,0
2022,9.41746478873239,0
2023,4.12305555555556,0
2016,0.853333333333333,0
2017,11.5658333333333,0
2018,6.01114285714286,0
2019,12.5586111111111,0
2020,2.30541666666667,0
2021,9.73140845070423,0.01
2022,1.79971830985915,0
2023,1.83611111111111,0
2016,0.863333333333333,0
2017,6.91638888888889,0
2018,3.95214285714286,0
2019,2.78652777777778,0
2020,1.51027777777778,0
2021,3.84830985915493,0
2022,18.1111267605634,0
2023,10.4652777777778,0
2016,2.63833333333333,0
2017,11.7872222222222,0
2018,5.44385714285714,0.015
2019,3.50875,0
2020,2.46333333333333,0
2021,1.70549295774648,0
2022,2.10816901408451,0
2023,1.30055555555556,0
2016,8.23138888888889,0
2017,2.38013888888889,0
2018,2.97457142857143,0
2019,15.4516666666667,0.015
2020,2.73555555555556,0
2021,8.82704225352113,0
2022,10.4084507042254,0
2023,4.85666666666667,0
2016,1.76638888888889,0.05
2017,8.06861111111111,0
2018,4.06471428571429,0
2019,1.30694444444444,0
2020,1.98361111111111,0.01
2021,1.94338028169014,0
2022,9.76380281690141,0
2023,8.86027777777778,0
2016,14.8905555555556,0.03
2017,4.02722222222222,0
2018,9.15271428571429,0
2019,1.33069444444444,0
2020,4.22222222222222,0
2021,0.568450704225352,0
2022,8.81535211267606,0
2023,1.72194444444444,0.005
2016,7.63416666666667,0
2017,1.16166666666667,0
2018,4.89942857142857,0.01
2019,6.47958333333333,0
2020,4.48861111111111,0
2021,6.03338028169014,0
2022,6.17591549295775,0
2023,8.58777777777778,0
2016,4.31388888888889,0
2017,2.18680555555556,0
2018,0.842714285714286,0
2019,1.73694444444444,0
2020,15.0572222222222,0.005
2021,11.7915492957746,0.01
2022,2.37647887323944,0.03
2023,2.01361111111111,0
2016,4.52444444444444,0
2017,3.44041666666667,0
2018,5.50228571428571,0
2019,18.3505555555556,0
2020,1.39583333333333,0
2021,11.500985915493,0
2022,2.38802816901408,0
2023,17.4494444444444,0
2016,1.84527777777778,0
2017,4.85944444444444,0
2018,7.85871428571429,0
2019,0.948194444444444,0
2020,10.0191666666667,0
2021,1.42070422535211,0
2022,2.12239436619718,0
2023,0.59,0
2016,6.69277777777778,0.01
2017,3.64888888888889,0
2018,2.65771428571429,0
2019,3.12555555555556,0
2020,6.83097222222222,0
2021,3.2712676056338,0
2022,6.00774647887324,0
2023,3.36055555555556,0
2016,5.90527777777778,0.065
2017,2.77486111111111,0
2018,4.811,0
2019,2.17625,0
2020,5.05555555555556,0
2021,5.54084507042254,0
2022,8.17408450704225,0.01
2023,3.23333333333333,0.005
2016,10.9072222222222,0
2017,6.38736111111111,0
2018,0.864142857142857,0
2019,2.68319444444444,0
2020,1.12152777777778,0
2021,2.14281690140845,0
2022,1.95943661971831,0
2023,3.93666666666667,0
2016,19.5769444444444,0
2017,8.04541666666667,0
2018,0.842142857142857,0
2019,9.26055555555556,0.005
2020,8.07861111111111,0
2021,1.91507042253521,0
2022,1.71943661971831,0
2023,0.631111111111111,0
2016,3.48083333333333,0
2017,5.15097222222222,0
2018,3.032,0.005
2019,0.939027777777778,0
2020,1.92763888888889,0
2021,3.53366197183099,0
2022,3.32535211267606,0.01
2023,0.658333333333333,0
2016,5.47972222222222,0
2017,4.91791666666667,0
2018,3.06828571428571,0
2019,6.87916666666667,0
2020,6.88555555555556,0
2021,1.36197183098592,0
2022,3.77901408450704,0
2023,1.70888888888889,0
2016,0.684722222222222,0
2017,4.05805555555556,0.01
2018,4.889,0
2019,3.18777777777778,0
2020,1.34986111111111,0
2021,2.2830985915493,0
2022,6.49352112676056,0.01
2023,1.75555555555556,0
2016,3.955,0
2017,1.7625,0
2018,0.429714285714286,0
2019,2.01527777777778,0
2020,2.80097222222222,0.01
2021,1.09014084507042,0
2022,1.86366197183099,0
2023,15.6458333333333,0
2016,2.24916666666667,0
2017,5.56611111111111,0
2018,0.674428571428571,0
2019,2.31152777777778,0
2020,1.85930555555556,0
2021,1.42408450704225,0
2022,7.21647887323944,0
2023,1.63361111111111,0
2016,19.6358333333333,0.04
2017,5.36416666666667,0.01
2018,7.84485714285714,0
2019,5.18638888888889,0.005
2020,3.62013888888889,0.005
2021,1.5269014084507,0
2022,15.3247887323944,0.02
2023,0.891666666666667,0
2016,6.73166666666667,0
2017,3.57722222222222,0
2018,5.00114285714286,0
2019,1.20375,0
2020,2.90208333333333,0.01
2021,10.7659154929577,0
2022,1.28464788732394,0
2023,1.98333333333333,0
2016,0.521666666666667,0
2017,3.01777777777778,0
2018,12.5511428571429,0
2019,1.17111111111111,0
2020,6.87916666666667,0.01
2021,7.00154929577465,0.01
2022,10.4064788732394,0.01
2023,0.344444444444444,0.01
2016,2.88944444444444,0.04
2017,0.8975,0
2018,3.86157142857143,0
2019,2.4225,0
2020,4.51986111111111,0
2021,4.27239436619718,0
2022,6.01577464788732,0
2023,15.9597222222222,0.005
2016,0.771388888888889,0
2017,11.6119444444444,0
2018,8.32214285714286,0
2019,3.44583333333333,0
2020,2.85069444444444,0
2021,1.18450704225352,0
2022,12.5898591549296,0
2023,3.03888888888889,0
2016,2.14916666666667,0
2017,6.52763888888889,0.005
2018,8.74414285714286,0
2019,3.37444444444444,0
2020,4.40916666666667,0
2021,14.7459154929577,0
2022,6.37070422535211,0
2023,14.18,0.04
2016,0.485277777777778,0
2017,1.71055555555556,0
