EXPERIMENT,RUN,year,soil,AFCON
016_AABB,33,2016,Dothan Soil,0
016_AABB,34,2016,Dothan Soil,0
016_AABB,35,2016,Dothan Soil,0.06
016_AABB,36,2016,Dothan Soil,0
016_AABB,37,2016,Dothan Soil,0
016_AABB,38,2016,Dothan Soil,0.2
016_AABB,39,2016,Dothan Soil,0.01
016_AABB,40,2016,Dothan Soil,0
016_AABC,1,2016,Dothan Soil,346.89
016_AABC,2,2016,Dothan Soil,0.84
016_AABC,3,2016,Dothan Soil,0
016_AABC,4,2016,Dothan Soil,0
016_AABC,5,2016,Dothan Soil,2.88
016_AABC,6,2016,Dothan Soil,0
016_AABC,7,2016,Dothan Soil,0
016_AABC,8,2016,Dothan Soil,9.65
016_AABC,9,2016,Dothan Soil,0.01
016_AABC,10,2016,Dothan Soil,0
016_AABC,11,2016,Dothan Soil,0
016_AABC,12,2016,Dothan Soil,0.46
016_AABC,13,2016,Dothan Soil,0
016_AABC,14,2016,Dothan Soil,0
016_AABC,15,2016,Dothan Soil,2.19
016_AABC,16,2016,Dothan Soil,0
016_AABC,17,2016,Dothan Soil,0
016_AABC,18,2016,Dothan Soil,5.09
016_AABC,19,2016,Dothan Soil,0.04
016_AABC,20,2016,Dothan Soil,0
016_AABC,21,2016,Dothan Soil,0
016_AABC,22,2016,Dothan Soil,0.72
016_AABC,23,2016,Dothan Soil,0
016_AABC,24,2016,Dothan Soil,0
016_AABC,25,2016,Dothan Soil,1.6
016_AABC,26,2016,Dothan Soil,0
016_AABC,27,2016,Dothan Soil,0
016_AABC,28,2016,Dothan Soil,4.9
016_AABC,29,2016,Dothan Soil,0.04
016_AABC,30,2016,Dothan Soil,0
016_AABC,31,2016,Dothan Soil,101.58
016_AABC,32,2016,Dothan Soil,0.1
016_AABC,33,2016,Dothan Soil,0
016_AABC,34,2016,Dothan Soil,0
016_AABC,35,2016,Dothan Soil,0.3
016_AABC,36,2016,Dothan Soil,0.01
016_AABC,37,2016,Dothan Soil,0
016_AABC,38,2016,Dothan Soil,1.96
016_AABC,39,2016,Dothan Soil,0
016_AABC,40,2016,Dothan Soil,0
017_AAAA,1,2017,Dothan Soil,5.01
017_AAAA,2,2017,Dothan Soil,0.05
017_AAAA,3,2017,Dothan Soil,0
017_AAAA,4,2017,Dothan Soil,0
017_AAAA,5,2017,Dothan Soil,0.63
017_AAAA,6,2017,Dothan Soil,0
017_AAAA,7,2017,Dothan Soil,0
017_AAAA,8,2017,Dothan Soil,2.22
017_AAAA,9,2017,Dothan Soil,0.02
017_AAAA,10,2017,Dothan Soil,0
017_AAAA,11,2017,Dothan Soil,0
017_AAAA,12,2017,Dothan Soil,0
017_AAAA,13,2017,Dothan Soil,0
017_AAAA,14,2017,Dothan Soil,0
017_AAAA,15,2017,Dothan Soil,0.13
017_AAAA,16,2017,Dothan Soil,0
017_AAAA,17,2017,Dothan Soil,0
017_AAAA,18,2017,Dothan Soil,0.35
017_AAAA,19,2017,Dothan Soil,0
017_AAAA,20,2017,Dothan Soil,0
017_AAAA,21,2017,Dothan Soil,0
017_AAAA,22,2017,Dothan Soil,0
017_AAAA,23,2017,Dothan Soil,0
017_AAAA,24,2017,Dothan Soil,0
017_AAAA,25,2017,Dothan Soil,0.04
017_AAAA,26,2017,Dothan Soil,0
017_AAAA,27,2017,Dothan Soil,0
017_AAAA,28,2017,Dothan Soil,1.11
017_AAAA,29,2017,Dothan Soil,0
017_AAAA,30,2017,Dothan Soil,0
017_AAAA,31,2017,Dothan Soil,1.64
017_AAAA,32,2017,Dothan Soil,0
017_AAAA,33,2017,Dothan Soil,0
017_AAAA,34,2017,Dothan Soil,0
017_AAAA,35,2017,Dothan Soil,0.06
017_AAAA,36,2017,Dothan Soil,0
017_AAAA,37,2017,Dothan Soil,0
017_AAAA,38,2017,Dothan Soil,0.93
017_AAAA,39,2017,Dothan Soil,0
017_AAAA,40,2017,Dothan Soil,0
017_AAAC,1,2017,Dothan Soil,10.09
017_AAAC,2,2017,Dothan Soil,0.1
017_AAAC,3,2017,Dothan Soil,0
017_AAAC,4,2017,Dothan Soil,0
017_AAAC,5,2017,Dothan Soil,0.69
017_AAAC,6,2017,Dothan Soil,0
017_AAAC,7,2017,Dothan Soil,0
017_AAAC,8,2017,Dothan Soil,2.46
017_AAAC,9,2017,Dothan Soil,0
017_AAAC,10,2017,Dothan Soil,0
017_AAAC,11,2017,Dothan Soil,0
017_AAAC,12,2017,Dothan Soil,0.08
017_AAAC,13,2017,Dothan Soil,0
017_AAAC,14,2017,Dothan Soil,0
017_AAAC,15,2017,Dothan Soil,0.74
017_AAAC,16,2017,Dothan Soil,0
017_AAAC,17,2017,Dothan Soil,0
017_AAAC,18,2017,Dothan Soil,2.54
017_AAAC,19,2017,Dothan Soil,0
017_AAAC,20,2017,Dothan Soil,0
017_AAAC,21,2017,Dothan Soil,0
017_AAAC,22,2017,Dothan Soil,0.04
017_AAAC,23,2017,Dothan Soil,0
017_AAAC,24,2017,Dothan Soil,0
017_AAAC,25,2017,Dothan Soil,0.39
017_AAAC,26,2017,Dothan Soil,0
017_AAAC,27,2017,Dothan Soil,0
017_AAAC,28,2017,Dothan Soil,3.01
017_AAAC,29,2017,Dothan Soil,0.02
017_AAAC,30,2017,Dothan Soil,0
017_AAAC,31,2017,Dothan Soil,16.13
017_AAAC,32,2017,Dothan Soil,0.09
017_AAAC,33,2017,Dothan Soil,0
017_AAAC,34,2017,Dothan Soil,0
017_AAAC,35,2017,Dothan Soil,0.5
017_AAAC,36,2017,Dothan Soil,0
017_AAAC,37,2017,Dothan Soil,0
017_AAAC,38,2017,Dothan Soil,3.96
017_AAAC,39,2017,Dothan Soil,0.01
017_AAAC,40,2017,Dothan Soil,0
017_AAAF,1,2017,Dothan Soil,1.19
017_AAAF,2,2017,Dothan Soil,0.01
017_AAAF,3,2017,Dothan Soil,0
017_AAAF,4,2017,Dothan Soil,0
017_AAAF,5,2017,Dothan Soil,0.24
017_AAAF,6,2017,Dothan Soil,0
017_AAAF,7,2017,Dothan Soil,0
017_AAAF,8,2017,Dothan Soil,0.88
017_AAAF,9,2017,Dothan Soil,0
017_AAAF,10,2017,Dothan Soil,0
017_AAAF,11,2017,Dothan Soil,0
017_AAAF,12,2017,Dothan Soil,0
017_AAAF,13,2017,Dothan Soil,0
017_AAAF,14,2017,Dothan Soil,0
017_AAAF,15,2017,Dothan Soil,0.34
017_AAAF,16,2017,Dothan Soil,0
017_AAAF,17,2017,Dothan Soil,0
017_AAAF,18,2017,Dothan Soil,0.94
017_AAAF,19,2017,Dothan Soil,0
017_AAAF,20,2017,Dothan Soil,0
017_AAAF,21,2017,Dothan Soil,0
017_AAAF,22,2017,Dothan Soil,0.02
017_AAAF,23,2017,Dothan Soil,0
017_AAAF,24,2017,Dothan Soil,0
017_AAAF,25,2017,Dothan Soil,0.2
017_AAAF,26,2017,Dothan Soil,0
017_AAAF,27,2017,Dothan Soil,0
017_AAAF,28,2017,Dothan Soil,0.82
017_AAAF,29,2017,Dothan Soil,0
017_AAAF,30,2017,Dothan Soil,0
017_AAAF,31,2017,Dothan Soil,5.1
017_AAAF,32,2017,Dothan Soil,0.02
017_AAAF,33,2017,Dothan Soil,0
017_AAAF,34,2017,Dothan Soil,0
017_AAAF,35,2017,Dothan Soil,0.59
017_AAAF,36,2017,Dothan Soil,0
017_AAAF,37,2017,Dothan Soil,0
017_AAAF,38,2017,Dothan Soil,1.78
017_AAAF,39,2017,Dothan Soil,0
017_AAAF,40,2017,Dothan Soil,0
017_AAAI,1,2017,Dothan Soil,9.27
017_AAAI,2,2017,Dothan Soil,0.21
017_AAAI,3,2017,Dothan Soil,0
017_AAAI,4,2017,Dothan Soil,0
017_AAAI,5,2017,Dothan Soil,3.04
017_AAAI,6,2017,Dothan Soil,0.01
017_AAAI,7,2017,Dothan Soil,0
017_AAAI,8,2017,Dothan Soil,8.7
017_AAAI,9,2017,Dothan Soil,0.09
017_AAAI,10,2017,Dothan Soil,0
017_AAAI,11,2017,Dothan Soil,0
017_AAAI,12,2017,Dothan Soil,0.18
017_AAAI,13,2017,Dothan Soil,0
017_AAAI,14,2017,Dothan Soil,0
