EXPERIMENT,RUN,year,soil,AFCON
022_AAAA,11,2022,Dothan Soil,0
022_AAAA,12,2022,Dothan Soil,0.07
022_AAAA,13,2022,Dothan Soil,0
022_AAAA,14,2022,Dothan Soil,0
022_AAAA,15,2022,Dothan Soil,0.34
022_AAAA,16,2022,Dothan Soil,0
022_AAAA,17,2022,Dothan Soil,0
022_AAAA,18,2022,Dothan Soil,0.74
022_AAAA,19,2022,Dothan Soil,0
022_AAAA,20,2022,Dothan Soil,0
022_AAAA,21,2022,Dothan Soil,0
022_AAAA,22,2022,Dothan Soil,0.08
022_AAAA,23,2022,Dothan Soil,0
022_AAAA,24,2022,Dothan Soil,0
022_AAAA,25,2022,Dothan Soil,0.32
022_AAAA,26,2022,Dothan Soil,0
022_AAAA,27,2022,Dothan Soil,0
022_AAAA,28,2022,Dothan Soil,1.18
022_AAAA,29,2022,Dothan Soil,0
022_AAAA,30,2022,Dothan Soil,0
022_AAAA,31,2022,Dothan Soil,7.17
022_AAAA,32,2022,Dothan Soil,0.08
022_AAAA,33,2022,Dothan Soil,0
022_AAAA,34,2022,Dothan Soil,0
022_AAAA,35,2022,Dothan Soil,0.64
022_AAAA,36,2022,Dothan Soil,0
022_AAAA,37,2022,Dothan Soil,0
022_AAAA,38,2022,Dothan Soil,2.24
022_AAAA,39,2022,Dothan Soil,0
022_AAAA,40,2022,Dothan Soil,0
022_AAAC,1,2022,Dothan Soil,38.12
022_AAAC,2,2022,Dothan Soil,0.31
022_AAAC,3,2022,Dothan Soil,0
022_AAAC,4,2022,Dothan Soil,0
022_AAAC,5,2022,Dothan Soil,0.49
022_AAAC,6,2022,Dothan Soil,0
022_AAAC,7,2022,Dothan Soil,0
022_AAAC,8,2022,Dothan Soil,1.99
022_AAAC,9,2022,Dothan Soil,0.01
022_AAAC,10,2022,Dothan Soil,0
022_AAAC,11,2022,Dothan Soil,0
022_AAAC,12,2022,Dothan Soil,0.43
022_AAAC,13,2022,Dothan Soil,0
022_AAAC,14,2022,Dothan Soil,0
022_AAAC,15,2022,Dothan Soil,1.51
022_AAAC,16,2022,Dothan Soil,0
022_AAAC,17,2022,Dothan Soil,0
022_AAAC,18,2022,Dothan Soil,3.45
022_AAAC,19,2022,Dothan Soil,0.01
022_AAAC,20,2022,Dothan Soil,0
022_AAAC,21,2022,Dothan Soil,0
022_AAAC,22,2022,Dothan Soil,0.37
022_AAAC,23,2022,Dothan Soil,0
022_AAAC,24,2022,Dothan Soil,0
022_AAAC,25,2022,Dothan Soil,0.54
022_AAAC,26,2022,Dothan Soil,0
022_AAAC,27,2022,Dothan Soil,0
022_AAAC,28,2022,Dothan Soil,3.04
022_AAAC,29,2022,Dothan Soil,0.01
022_AAAC,30,2022,Dothan Soil,0
022_AAAC,31,2022,Dothan Soil,42.52
022_AAAC,32,2022,Dothan Soil,0.1
022_AAAC,33,2022,Dothan Soil,0
022_AAAC,34,2022,Dothan Soil,0
022_AAAC,35,2022,Dothan Soil,1.06
022_AAAC,36,2022,Dothan Soil,0
022_AAAC,37,2022,Dothan Soil,0
022_AAAC,38,2022,Dothan Soil,3.32
022_AAAC,39,2022,Dothan Soil,0.01
022_AAAC,40,2022,Dothan Soil,0
022_AAAF,1,2022,Dothan Soil,71.72
022_AAAF,2,2022,Dothan Soil,0.49
022_AAAF,3,2022,Dothan Soil,0
022_AAAF,4,2022,Dothan Soil,0
022_AAAF,5,2022,Dothan Soil,2.71
022_AAAF,6,2022,Dothan Soil,0
022_AAAF,7,2022,Dothan Soil,0
022_AAAF,8,2022,Dothan Soil,3.6
022_AAAF,9,2022,Dothan Soil,0.04
022_AAAF,10,2022,Dothan Soil,0
022_AAAF,11,2022,Dothan Soil,0
022_AAAF,12,2022,Dothan Soil,0.84
022_AAAF,13,2022,Dothan Soil,0
022_AAAF,14,2022,Dothan Soil,0
022_AAAF,15,2022,Dothan Soil,0.94
022_AAAF,16,2022,Dothan Soil,0
022_AAAF,17,2022,Dothan Soil,0
022_AAAF,18,2022,Dothan Soil,4.63
022_AAAF,19,2022,Dothan Soil,0.02
022_AAAF,20,2022,Dothan Soil,0
022_AAAF,21,2022,Dothan Soil,0
022_AAAF,22,2022,Dothan Soil,0.51
022_AAAF,23,2022,Dothan Soil,0
022_AAAF,24,2022,Dothan Soil,0
022_AAAF,25,2022,Dothan Soil,1.74
022_AAAF,26,2022,Dothan Soil,0
022_AAAF,27,2022,Dothan Soil,0
022_AAAF,28,2022,Dothan Soil,4.26
022_AAAF,29,2022,Dothan Soil,0.01
022_AAAF,30,2022,Dothan Soil,0
022_AAAF,31,2022,Dothan Soil,65.72
022_AAAF,32,2022,Dothan Soil,0.61
022_AAAF,33,2022,Dothan Soil,0
022_AAAF,34,2022,Dothan Soil,0
022_AAAF,35,2022,Dothan Soil,1.66
022_AAAF,36,2022,Dothan Soil,0
022_AAAF,37,2022,Dothan Soil,0
022_AAAF,38,2022,Dothan Soil,4.65
022_AAAF,39,2022,Dothan Soil,0.03
022_AAAF,40,2022,Dothan Soil,0
022_AAAI,1,2022,Dothan Soil,15.35
022_AAAI,2,2022,Dothan Soil,0.08
022_AAAI,3,2022,Dothan Soil,0
022_AAAI,4,2022,Dothan Soil,0
022_AAAI,5,2022,Dothan Soil,0.27
022_AAAI,6,2022,Dothan Soil,0
022_AAAI,7,2022,Dothan Soil,0
022_AAAI,8,2022,Dothan Soil,0.78
022_AAAI,9,2022,Dothan Soil,0
022_AAAI,10,2022,Dothan Soil,0
022_AAAI,11,2022,Dothan Soil,0
022_AAAI,12,2022,Dothan Soil,0.01
022_AAAI,13,2022,Dothan Soil,0
022_AAAI,14,2022,Dothan Soil,0
022_AAAI,15,2022,Dothan Soil,0.39
022_AAAI,16,2022,Dothan Soil,0
022_AAAI,17,2022,Dothan Soil,0
022_AAAI,18,2022,Dothan Soil,0.52
022_AAAI,19,2022,Dothan Soil,0
022_AAAI,20,2022,Dothan Soil,0
022_AAAI,21,2022,Dothan Soil,0
022_AAAI,22,2022,Dothan Soil,0.07
022_AAAI,23,2022,Dothan Soil,0
022_AAAI,24,2022,Dothan Soil,0
022_AAAI,25,2022,Dothan Soil,1.01
022_AAAI,26,2022,Dothan Soil,0
022_AAAI,27,2022,Dothan Soil,0
022_AAAI,28,2022,Dothan Soil,1.46
022_AAAI,29,2022,Dothan Soil,0
022_AAAI,30,2022,Dothan Soil,0
022_AAAI,31,2022,Dothan Soil,15.83
022_AAAI,32,2022,Dothan Soil,0.11
022_AAAI,33,2022,Dothan Soil,0
022_AAAI,34,2022,Dothan Soil,0
022_AAAI,35,2022,Dothan Soil,1.17
022_AAAI,36,2022,Dothan Soil,0
022_AAAI,37,2022,Dothan Soil,0
022_AAAI,38,2022,Dothan Soil,1.6
022_AAAI,39,2022,Dothan Soil,0
022_AAAI,40,2022,Dothan Soil,0
022_AAAK,1,2022,Dothan Soil,0.11
022_AAAK,2,2022,Dothan Soil,0.02
022_AAAK,3,2022,Dothan Soil,0
022_AAAK,4,2022,Dothan Soil,0
022_AAAK,5,2022,Dothan Soil,0.11
022_AAAK,6,2022,Dothan Soil,0
022_AAAK,7,2022,Dothan Soil,0
022_AAAK,8,2022,Dothan Soil,0.05
022_AAAK,9,2022,Dothan Soil,0
022_AAAK,10,2022,Dothan Soil,0
022_AAAK,11,2022,Dothan Soil,0
022_AAAK,12,2022,Dothan Soil,0.01
022_AAAK,13,2022,Dothan Soil,0
022_AAAK,14,2022,Dothan Soil,0
022_AAAK,15,2022,Dothan Soil,0.09
022_AAAK,16,2022,Dothan Soil,0
022_AAAK,17,2022,Dothan Soil,0
022_AAAK,18,2022,Dothan Soil,0.1
022_AAAK,19,2022,Dothan Soil,0
022_AAAK,20,2022,Dothan Soil,0
022_AAAK,21,2022,Dothan Soil,0
022_AAAK,22,2022,Dothan Soil,0.03
022_AAAK,23,2022,Dothan Soil,0
022_AAAK,24,2022,Dothan Soil,0
022_AAAK,25,2022,Dothan Soil,0.15
022_AAAK,26,2022,Dothan Soil,0
022_AAAK,27,2022,Dothan Soil,0
022_AAAK,28,2022,Dothan Soil,0.21
022_AAAK,29,2022,Dothan Soil,0
022_AAAK,30,2022,Dothan Soil,0
022_AAAK,31,2022,Dothan Soil,0.31
022_AAAK,32,2022,Dothan Soil,0.01
022_AAAK,33,2022,Dothan Soil,0
022_AAAK,34,2022,Dothan Soil,0
022_AAAK,35,2022,Dothan Soil,0.18
022_AAAK,36,2022,Dothan Soil,0
022_AAAK,37,2022,Dothan Soil,0
022_AAAK,38,2022,Dothan Soil,0.18
022_AAAK,39,2022,Dothan Soil,0
022_AAAK,40,2022,Dothan Soil,0
022_AAAL,1,2022,Dothan Soil,55.19
022_AAAL,2,2022,Dothan Soil,0.08
022_AAAL,3,2022,Dothan Soil,0
022_AAAL,4,2022,Dothan Soil,0
022_AAAL,5,2022,Dothan Soil,0.88
022_AAAL,6,2022,Dothan Soil,0
022_AAAL,7,2022,Dothan Soil,0
022_AAAL,8,2022,Dothan Soil,4.26
022_AAAL,9,2022,Dothan Soil,0.03
022_AAAL,10,2022,Dothan Soil,0
022_AAAL,11,2022,Dothan Soil,0
022_AAAL,12,2022,Dothan Soil,1.14
022_AAAL,13,2022,Dothan Soil,0
022_AAAL,14,2022,Dothan Soil,0
022_AAAL,15,2022,Dothan Soil,1.06
022_AAAL,16,2022,Dothan Soil,0
022_AAAL,17,2022,Dothan Soil,0
022_AAAL,18,2022,Dothan Soil,3.45
022_AAAL,19,2022,Dothan Soil,0.06
022_AAAL,20,2022,Dothan Soil,0
022_AAAL,21,2022,Dothan Soil,0
022_AAAL,22,2022,Dothan Soil,0.48
022_AAAL,23,2022,Dothan Soil,0
022_AAAL,24,2022,Dothan Soil,0
022_AAAL,25,2022,Dothan Soil,1.44
022_AAAL,26,2022,Dothan Soil,0.01
022_AAAL,27,2022,Dothan Soil,0
022_AAAL,28,2022,Dothan Soil,4.06
022_AAAL,29,2022,Dothan Soil,0.07
022_AAAL,30,2022,Dothan Soil,0
022_AAAL,31,2022,Dothan Soil,44.85
022_AAAL,32,2022,Dothan Soil,1.12
022_AAAL,33,2022,Dothan Soil,0
022_AAAL,34,2022,Dothan Soil,0
022_AAAL,35,2022,Dothan Soil,1.78
022_AAAL,36,2022,Dothan Soil,0.01
022_AAAL,37,2022,Dothan Soil,0
022_AAAL,38,2022,Dothan Soil,5.28
022_AAAL,39,2022,Dothan Soil,0.09
022_AAAL,40,2022,Dothan Soil,0
022_AAAM,1,2022,Dothan Soil,11.95
022_AAAM,2,2022,Dothan Soil,0.02
022_AAAM,3,2022,Dothan Soil,0
022_AAAM,4,2022,Dothan Soil,0
022_AAAM,5,2022,Dothan Soil,0.65
022_AAAM,6,2022,Dothan Soil,0
022_AAAM,7,2022,Dothan Soil,0
022_AAAM,8,2022,Dothan Soil,0.56
022_AAAM,9,2022,Dothan Soil,0
022_AAAM,10,2022,Dothan Soil,0
022_AAAM,11,2022,Dothan Soil,0
022_AAAM,12,2022,Dothan Soil,0.12
022_AAAM,13,2022,Dothan Soil,0
022_AAAM,14,2022,Dothan Soil,0
022_AAAM,15,2022,Dothan Soil,0.47
022_AAAM,16,2022,Dothan Soil,0
022_AAAM,17,2022,Dothan Soil,0
022_AAAM,18,2022,Dothan Soil,0.8
022_AAAM,19,2022,Dothan Soil,0.01
022_AAAM,20,2022,Dothan Soil,0
022_AAAM,21,2022,Dothan Soil,0
022_AAAM,22,2022,Dothan Soil,0.3
022_AAAM,23,2022,Dothan Soil,0
022_AAAM,24,2022,Dothan Soil,0
022_AAAM,25,2022,Dothan Soil,0.82
022_AAAM,26,2022,Dothan Soil,0
022_AAAM,27,2022,Dothan Soil,0
022_AAAM,28,2022,Dothan Soil,2.08
022_AAAM,29,2022,Dothan Soil,0.01
022_AAAM,30,2022,Dothan Soil,0
022_AAAM,31,2022,Dothan Soil,11.89
022_AAAM,32,2022,Dothan Soil,0.18
022_AAAM,33,2022,Dothan Soil,0
022_AAAM,34,2022,Dothan Soil,0
022_AAAM,35,2022,Dothan Soil,1
022_AAAM,36,2022,Dothan Soil,0
022_AAAM,37,2022,Dothan Soil,0
022_AAAM,38,2022,Dothan Soil,2.21
022_AAAM,39,2022,Dothan Soil,0.06
022_AAAM,40,2022,Dothan Soil,0
022_AAAR,1,2022,Dothan Soil,0.91
022_AAAR,2,2022,Dothan Soil,0.01
022_AAAR,3,2022,Dothan Soil,0
022_AAAR,4,2022,Dothan Soil,0
022_AAAR,5,2022,Dothan Soil,0.12
022_AAAR,6,2022,Dothan Soil,0
022_AAAR,7,2022,Dothan Soil,0
022_AAAR,8,2022,Dothan Soil,0.67
022_AAAR,9,2022,Dothan Soil,0
022_AAAR,10,2022,Dothan Soil,0
022_AAAR,11,2022,Dothan Soil,0
022_AAAR,12,2022,Dothan Soil,0.03
022_AAAR,13,2022,Dothan Soil,0
022_AAAR,14,2022,Dothan Soil,0
022_AAAR,15,2022,Dothan Soil,0.2
022_AAAR,16,2022,Dothan Soil,0
022_AAAR,17,2022,Dothan Soil,0
022_AAAR,18,2022,Dothan Soil,0.81
022_AAAR,19,2022,Dothan Soil,0
022_AAAR,20,2022,Dothan Soil,0
022_AAAR,21,2022,Dothan Soil,0
022_AAAR,22,2022,Dothan Soil,0.13
022_AAAR,23,2022,Dothan Soil,0
022_AAAR,24,2022,Dothan Soil,0
022_AAAR,25,2022,Dothan Soil,0.15
022_AAAR,26,2022,Dothan Soil,0
022_AAAR,27,2022,Dothan Soil,0
022_AAAR,28,2022,Dothan Soil,2.16
022_AAAR,29,2022,Dothan Soil,0
022_AAAR,30,2022,Dothan Soil,0
022_AAAR,31,2022,Dothan Soil,4.39
022_AAAR,32,2022,Dothan Soil,0.15
022_AAAR,33,2022,Dothan Soil,0
022_AAAR,34,2022,Dothan Soil,0
022_AAAR,35,2022,Dothan Soil,0.15
022_AAAR,36,2022,Dothan Soil,0
022_AAAR,37,2022,Dothan Soil,0
022_AAAR,38,2022,Dothan Soil,2.23
022_AAAR,39,2022,Dothan Soil,0
022_AAAR,40,2022,Dothan Soil,0
022_AAAT,1,2022,Dothan Soil,4.1
022_AAAT,2,2022,Dothan Soil,0.02
022_AAAT,3,2022,Dothan Soil,0
022_AAAT,4,2022,Dothan Soil,0
022_AAAT,5,2022,Dothan Soil,0.14
022_AAAT,6,2022,Dothan Soil,0
022_AAAT,7,2022,Dothan Soil,0
022_AAAT,8,2022,Dothan Soil,0.58
022_AAAT,9,2022,Dothan Soil,0
022_AAAT,10,2022,Dothan Soil,0
022_AAAT,11,2022,Dothan Soil,0
022_AAAT,12,2022,Dothan Soil,0.04
022_AAAT,13,2022,Dothan Soil,0
022_AAAT,14,2022,Dothan Soil,0
022_AAAT,15,2022,Dothan Soil,0.11
022_AAAT,16,2022,Dothan Soil,0
022_AAAT,17,2022,Dothan Soil,0
022_AAAT,18,2022,Dothan Soil,0.4
022_AAAT,19,2022,Dothan Soil,0
022_AAAT,20,2022,Dothan Soil,0
022_AAAT,21,2022,Dothan Soil,0
022_AAAT,22,2022,Dothan Soil,0.16
022_AAAT,23,2022,Dothan Soil,0
022_AAAT,24,2022,Dothan Soil,0
022_AAAT,25,2022,Dothan Soil,0.21
022_AAAT,26,2022,Dothan Soil,0
022_AAAT,27,2022,Dothan Soil,0
022_AAAT,28,2022,Dothan Soil,1.13
022_AAAT,29,2022,Dothan Soil,0
022_AAAT,30,2022,Dothan Soil,0
022_AAAT,31,2022,Dothan Soil,4.26
022_AAAT,32,2022,Dothan Soil,0.13
022_AAAT,33,2022,Dothan Soil,0
022_AAAT,34,2022,Dothan Soil,0
022_AAAT,35,2022,Dothan Soil,0.27
022_AAAT,36,2022,Dothan Soil,0
022_AAAT,37,2022,Dothan Soil,0
022_AAAT,38,2022,Dothan Soil,1.32
022_AAAT,39,2022,Dothan Soil,0.01
022_AAAT,40,2022,Dothan Soil,0
022_AAAV,1,2022,Dothan Soil,4.93
022_AAAV,2,2022,Dothan Soil,0.01
022_AAAV,3,2022,Dothan Soil,0
022_AAAV,4,2022,Dothan Soil,0
022_AAAV,5,2022,Dothan Soil,0.23
022_AAAV,6,2022,Dothan Soil,0
022_AAAV,7,2022,Dothan Soil,0
022_AAAV,8,2022,Dothan Soil,0.57
022_AAAV,9,2022,Dothan Soil,0
022_AAAV,10,2022,Dothan Soil,0
022_AAAV,11,2022,Dothan Soil,0
022_AAAV,12,2022,Dothan Soil,0.03
022_AAAV,13,2022,Dothan Soil,0
022_AAAV,14,2022,Dothan Soil,0
022_AAAV,15,2022,Dothan Soil,0.27
022_AAAV,16,2022,Dothan Soil,0
022_AAAV,17,2022,Dothan Soil,0
022_AAAV,18,2022,Dothan Soil,0.59
022_AAAV,19,2022,Dothan Soil,0
022_AAAV,20,2022,Dothan Soil,0
022_AAAV,21,2022,Dothan Soil,0
022_AAAV,22,2022,Dothan Soil,0.2
022_AAAV,23,2022,Dothan Soil,0
022_AAAV,24,2022,Dothan Soil,0
022_AAAV,25,2022,Dothan Soil,0.25
022_AAAV,26,2022,Dothan Soil,0
022_AAAV,27,2022,Dothan Soil,0
022_AAAV,28,2022,Dothan Soil,3.88
022_AAAV,29,2022,Dothan Soil,0.01
022_AAAV,30,2022,Dothan Soil,0
022_AAAV,31,2022,Dothan Soil,4.12
022_AAAV,32,2022,Dothan Soil,0.12
022_AAAV,33,2022,Dothan Soil,0
022_AAAV,34,2022,Dothan Soil,0
022_AAAV,35,2022,Dothan Soil,0.32
022_AAAV,36,2022,Dothan Soil,0
022_AAAV,37,2022,Dothan Soil,0
022_AAAV,38,2022,Dothan Soil,3.3
022_AAAV,39,2022,Dothan Soil,0.01
022_AAAV,40,2022,Dothan Soil,0
022_AABB,1,2022,Dothan Soil,0.53
022_AABB,2,2022,Dothan Soil,0.01
022_AABB,3,2022,Dothan Soil,0
022_AABB,4,2022,Dothan Soil,0
022_AABB,5,2022,Dothan Soil,0.34
022_AABB,6,2022,Dothan Soil,0
022_AABB,7,2022,Dothan Soil,0
022_AABB,8,2022,Dothan Soil,0.44
022_AABB,9,2022,Dothan Soil,0
022_AABB,10,2022,Dothan Soil,0
022_AABB,11,2022,Dothan Soil,0
022_AABB,12,2022,Dothan Soil,0.01
022_AABB,13,2022,Dothan Soil,0
022_AABB,14,2022,Dothan Soil,0
022_AABB,15,2022,Dothan Soil,0.28
022_AABB,16,2022,Dothan Soil,0
022_AABB,17,2022,Dothan Soil,0
022_AABB,18,2022,Dothan Soil,0.2
022_AABB,19,2022,Dothan Soil,0
022_AABB,20,2022,Dothan Soil,0
022_AABB,21,2022,Dothan Soil,0
022_AABB,22,2022,Dothan Soil,0.05
022_AABB,23,2022,Dothan Soil,0
022_AABB,24,2022,Dothan Soil,0
022_AABB,25,2022,Dothan Soil,0.22
022_AABB,26,2022,Dothan Soil,0
022_AABB,27,2022,Dothan Soil,0
022_AABB,28,2022,Dothan Soil,0.22
022_AABB,29,2022,Dothan Soil,0
022_AABB,30,2022,Dothan Soil,0
022_AABB,31,2022,Dothan Soil,0.55
022_AABB,32,2022,Dothan Soil,0.02
022_AABB,33,2022,Dothan Soil,0
022_AABB,34,2022,Dothan Soil,0
022_AABB,35,2022,Dothan Soil,0.22
022_AABB,36,2022,Dothan Soil,0
022_AABB,37,2022,Dothan Soil,0
022_AABB,38,2022,Dothan Soil,0.22
022_AABB,39,2022,Dothan Soil,0.03
022_AABB,40,2022,Dothan Soil,0
022_AABC,1,2022,Dothan Soil,2.67
022_AABC,2,2022,Dothan Soil,0.05
022_AABC,3,2022,Dothan Soil,0
022_AABC,4,2022,Dothan Soil,0
022_AABC,5,2022,Dothan Soil,0.09
022_AABC,6,2022,Dothan Soil,0
022_AABC,7,2022,Dothan Soil,0
022_AABC,8,2022,Dothan Soil,0.52
022_AABC,9,2022,Dothan Soil,0
022_AABC,10,2022,Dothan Soil,0
022_AABC,11,2022,Dothan Soil,0
022_AABC,12,2022,Dothan Soil,0.06
022_AABC,13,2022,Dothan Soil,0
022_AABC,14,2022,Dothan Soil,0
022_AABC,15,2022,Dothan Soil,0.33
022_AABC,16,2022,Dothan Soil,0
022_AABC,17,2022,Dothan Soil,0
022_AABC,18,2022,Dothan Soil,1.32
022_AABC,19,2022,Dothan Soil,0
022_AABC,20,2022,Dothan Soil,0
022_AABC,21,2022,Dothan Soil,0
022_AABC,22,2022,Dothan Soil,0.08
022_AABC,23,2022,Dothan Soil,0
022_AABC,24,2022,Dothan Soil,0
022_AABC,25,2022,Dothan Soil,0.23
022_AABC,26,2022,Dothan Soil,0
022_AABC,27,2022,Dothan Soil,0
022_AABC,28,2022,Dothan Soil,1.1
022_AABC,29,2022,Dothan Soil,0
022_AABC,30,2022,Dothan Soil,0
022_AABC,31,2022,Dothan Soil,3.01
022_AABC,32,2022,Dothan Soil,0.05
022_AABC,33,2022,Dothan Soil,0
022_AABC,34,2022,Dothan Soil,0
022_AABC,35,2022,Dothan Soil,0.43
022_AABC,36,2022,Dothan Soil,0
022_AABC,37,2022,Dothan Soil,0
022_AABC,38,2022,Dothan Soil,1.08
022_AABC,39,2022,Dothan Soil,0
022_AABC,40,2022,Dothan Soil,0
023_AAAA,1,2023,Dothan Soil,90.92
023_AAAA,2,2023,Dothan Soil,0.69
023_AAAA,3,2023,Dothan Soil,0
023_AAAA,4,2023,Dothan Soil,0
023_AAAA,5,2023,Dothan Soil,0.44
023_AAAA,6,2023,Dothan Soil,0
023_AAAA,7,2023,Dothan Soil,0
023_AAAA,8,2023,Dothan Soil,2.28
023_AAAA,9,2023,Dothan Soil,0
023_AAAA,10,2023,Dothan Soil,0
023_AAAA,11,2023,Dothan Soil,0
023_AAAA,12,2023,Dothan Soil,0.96
023_AAAA,13,2023,Dothan Soil,0
023_AAAA,14,2023,Dothan Soil,0
023_AAAA,15,2023,Dothan Soil,1.26
023_AAAA,16,2023,Dothan Soil,0
023_AAAA,17,2023,Dothan Soil,0
023_AAAA,18,2023,Dothan Soil,0.94
023_AAAA,19,2023,Dothan Soil,0
023_AAAA,20,2023,Dothan Soil,0
023_AAAA,21,2023,Dothan Soil,0
023_AAAA,22,2023,Dothan Soil,0.46
023_AAAA,23,2023,Dothan Soil,0
023_AAAA,24,2023,Dothan Soil,0
023_AAAA,25,2023,Dothan Soil,1.41
023_AAAA,26,2023,Dothan Soil,0
023_AAAA,27,2023,Dothan Soil,0
023_AAAA,28,2023,Dothan Soil,1.13
023_AAAA,29,2023,Dothan Soil,0
023_AAAA,30,2023,Dothan Soil,0
023_AAAA,31,2023,Dothan Soil,66.8
023_AAAA,32,2023,Dothan Soil,0.44
023_AAAA,33,2023,Dothan Soil,0
023_AAAA,34,2023,Dothan Soil,0
023_AAAA,35,2023,Dothan Soil,0.7
023_AAAA,36,2023,Dothan Soil,0
023_AAAA,37,2023,Dothan Soil,0
023_AAAA,38,2023,Dothan Soil,1.1
023_AAAA,39,2023,Dothan Soil,0
023_AAAA,40,2023,Dothan Soil,0
023_AAAC,1,2023,Dothan Soil,2.33
023_AAAC,2,2023,Dothan Soil,0.01
023_AAAC,3,2023,Dothan Soil,0
023_AAAC,4,2023,Dothan Soil,0
023_AAAC,5,2023,Dothan Soil,0.28
023_AAAC,6,2023,Dothan Soil,0
023_AAAC,7,2023,Dothan Soil,0
023_AAAC,8,2023,Dothan Soil,1.69
023_AAAC,9,2023,Dothan Soil,0
023_AAAC,10,2023,Dothan Soil,0
023_AAAC,11,2023,Dothan Soil,0
023_AAAC,12,2023,Dothan Soil,0.02
023_AAAC,13,2023,Dothan Soil,0
023_AAAC,14,2023,Dothan Soil,0
023_AAAC,15,2023,Dothan Soil,0.07
023_AAAC,16,2023,Dothan Soil,0
023_AAAC,17,2023,Dothan Soil,0
023_AAAC,18,2023,Dothan Soil,0.85
023_AAAC,19,2023,Dothan Soil,0
023_AAAC,20,2023,Dothan Soil,0
023_AAAC,21,2023,Dothan Soil,0
023_AAAC,22,2023,Dothan Soil,0.01
023_AAAC,23,2023,Dothan Soil,0
023_AAAC,24,2023,Dothan Soil,0
023_AAAC,25,2023,Dothan Soil,0.03
023_AAAC,26,2023,Dothan Soil,0
023_AAAC,27,2023,Dothan Soil,0
023_AAAC,28,2023,Dothan Soil,0.22
023_AAAC,29,2023,Dothan Soil,0
023_AAAC,30,2023,Dothan Soil,0
023_AAAC,31,2023,Dothan Soil,0.89
023_AAAC,32,2023,Dothan Soil,0
023_AAAC,33,2023,Dothan Soil,0
023_AAAC,34,2023,Dothan Soil,0
023_AAAC,35,2023,Dothan Soil,0.01
023_AAAC,36,2023,Dothan Soil,0
023_AAAC,37,2023,Dothan Soil,0
023_AAAC,38,2023,Dothan Soil,0.5
023_AAAC,39,2023,Dothan Soil,0
023_AAAC,40,2023,Dothan Soil,0
023_AAAF,1,2023,Dothan Soil,0.5
023_AAAF,2,2023,Dothan Soil,0.01
023_AAAF,3,2023,Dothan Soil,0
023_AAAF,4,2023,Dothan Soil,0
023_AAAF,5,2023,Dothan Soil,0.11
023_AAAF,6,2023,Dothan Soil,0
023_AAAF,7,2023,Dothan Soil,0
023_AAAF,8,2023,Dothan Soil,0.51
023_AAAF,9,2023,Dothan Soil,0
023_AAAF,10,2023,Dothan Soil,0
023_AAAF,11,2023,Dothan Soil,0
023_AAAF,12,2023,Dothan Soil,0.01
023_AAAF,13,2023,Dothan Soil,0
023_AAAF,14,2023,Dothan Soil,0
023_AAAF,15,2023,Dothan Soil,0.02
023_AAAF,16,2023,Dothan Soil,0
023_AAAF,17,2023,Dothan Soil,0
023_AAAF,18,2023,Dothan Soil,0.13
023_AAAF,19,2023,Dothan Soil,0
023_AAAF,20,2023,Dothan Soil,0
023_AAAF,21,2023,Dothan Soil,0
023_AAAF,22,2023,Dothan Soil,0
023_AAAF,23,2023,Dothan Soil,0
023_AAAF,24,2023,Dothan Soil,0
023_AAAF,25,2023,Dothan Soil,0.01
023_AAAF,26,2023,Dothan Soil,0
023_AAAF,27,2023,Dothan Soil,0
023_AAAF,28,2023,Dothan Soil,0.01
023_AAAF,29,2023,Dothan Soil,0
023_AAAF,30,2023,Dothan Soil,0
023_AAAF,31,2023,Dothan Soil,0
023_AAAF,32,2023,Dothan Soil,0
023_AAAF,33,2023,Dothan Soil,0
023_AAAF,34,2023,Dothan Soil,0
023_AAAF,35,2023,Dothan Soil,0
023_AAAF,36,2023,Dothan Soil,0
023_AAAF,37,2023,Dothan Soil,0
023_AAAF,38,2023,Dothan Soil,0
023_AAAF,39,2023,Dothan Soil,0
023_AAAF,40,2023,Dothan Soil,0
023_AAAI,1,2023,Dothan Soil,256.87
023_AAAI,2,2023,Dothan Soil,0.48
023_AAAI,3,2023,Dothan Soil,0
023_AAAI,4,2023,Dothan Soil,0
023_AAAI,5,2023,Dothan Soil,1.52
023_AAAI,6,2023,Dothan Soil,0
023_AAAI,7,2023,Dothan Soil,0
023_AAAI,8,2023,Dothan Soil,5.57
023_AAAI,9,2023,Dothan Soil,0
023_AAAI,10,2023,Dothan Soil,0
023_AAAI,11,2023,Dothan Soil,0
023_AAAI,12,2023,Dothan Soil,0.36
023_AAAI,13,2023,Dothan Soil,0
023_AAAI,14,2023,Dothan Soil,0
023_AAAI,15,2023,Dothan Soil,1.34
023_AAAI,16,2023,Dothan Soil,0
023_AAAI,17,2023,Dothan Soil,0
023_AAAI,18,2023,Dothan Soil,4.42
023_AAAI,19,2023,Dothan Soil,0.01
023_AAAI,20,2023,Dothan Soil,0
023_AAAI,21,2023,Dothan Soil,0
023_AAAI,22,2023,Dothan Soil,1.53
023_AAAI,23,2023,Dothan Soil,0
023_AAAI,24,2023,Dothan Soil,0
023_AAAI,25,2023,Dothan Soil,3.34
023_AAAI,26,2023,Dothan Soil,0
023_AAAI,27,2023,Dothan Soil,0
