EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,PODINF,PODNO,SEEDNO,WTSHELL,WTSEED,PCINF,AFCON,AFSUM
017_AAAR,CRGRO048,1,1,2017-06-24T00:00:00Z,51,47,0,0,0,0,0,0,0,0
017_AAAR,CRGRO048,1,1,2017-06-25T00:00:00Z,52,48,0,0,0,0,0,0,0,0
017_AAAR,CRGRO048,1,1,2017-06-26T00:00:00Z,53,49,0,0,0,0,0,0,0,0
017_AAAR,CRGRO048,1,1,2017-06-27T00:00:00Z,54,50,0,0,0,0,0,0,0,0
017_AAAR,CRGRO048,1,1,2017-06-28T00:00:00Z,55,51,0,0,0,0,0,0,0,0
017_AAAR,CRGRO048,1,1,2017-06-29T00:00:00Z,56,52,0.01,3.43,0,0.13,0,0.25,0,0
017_AAAR,CRGRO048,1,1,2017-06-30T00:00:00Z,57,53,0.02,7.37,0,0.35,0,0.25,0,0
017_AAAR,CRGRO048,1,1,2017-07-01T00:00:00Z,58,54,0.03,13.06,0,0.73,0,0.25,0,0
017_AAAR,CRGRO048,1,1,2017-07-02T00:00:00Z,59,55,0.03,18.48,0,1.22,0,0.18,0,0
017_AAAR,CRGRO048,1,1,2017-07-03T00:00:00Z,60,56,0.03,24.26,0,1.85,0,0.14,0,0
017_AAAR,CRGRO048,1,1,2017-07-04T00:00:00Z,61,57,0.03,29.97,0,2.56,0,0.11,0,0
017_AAAR,CRGRO048,1,1,2017-07-05T00:00:00Z,62,58,0.24,35.64,5.31,3.35,0,0.67,0,0.01
017_AAAR,CRGRO048,1,1,2017-07-06T00:00:00Z,63,59,0.82,41.92,11.37,4.26,0.07,1.96,2.09,0.15
017_AAAR,CRGRO048,1,1,2017-07-07T00:00:00Z,64,60,1.77,47.42,20.03,5.26,0.23,3.73,4.34,0.99
017_AAAR,CRGRO048,1,1,2017-07-08T00:00:00Z,65,61,2.98,56.23,28.22,6.52,0.52,5.29,6.66,3.43
017_AAAR,CRGRO048,1,1,2017-07-09T00:00:00Z,66,62,4.31,65.01,36.95,8.04,0.94,6.62,8.33,7.84
017_AAAR,CRGRO048,1,1,2017-07-10T00:00:00Z,67,63,4.71,72.88,45.57,9.75,1.5,6.46,6.42,9.65
017_AAAR,CRGRO048,1,1,2017-07-11T00:00:00Z,68,64,4.92,79.53,54.45,11.62,2.21,6.19,4.44,9.8
017_AAAR,CRGRO048,1,1,2017-07-12T00:00:00Z,69,65,5.01,85.25,64.35,13.41,3,5.88,3.27,9.81
017_AAAR,CRGRO048,1,1,2017-07-13T00:00:00Z,70,66,5.01,91.2,73.28,15.29,3.91,5.5,2.51,9.81
017_AAAR,CRGRO048,1,1,2017-07-14T00:00:00Z,71,67,5.44,96.84,87.17,17.14,4.95,5.62,2.36,11.65
017_AAAR,CRGRO048,1,1,2017-07-15T00:00:00Z,72,68,5.47,102.23,101.08,18.87,6.18,5.35,2.17,13.41
017_AAAR,CRGRO048,1,1,2017-07-16T00:00:00Z,73,69,5.5,108.75,113.76,20.83,7.74,5.06,1.73,13.41
017_AAAR,CRGRO048,1,1,2017-07-17T00:00:00Z,74,70,5.55,118.02,124.72,23.01,9.55,4.7,1.4,13.41
017_AAAR,CRGRO048,1,1,2017-07-18T00:00:00Z,75,71,5.55,127.3,134.43,25.16,11.43,4.36,1.17,13.41
017_AAAR,CRGRO048,1,1,2017-07-19T00:00:00Z,76,72,5.55,135.4,144.43,27.2,13.32,4.1,1.01,13.41
017_AAAR,CRGRO048,1,1,2017-07-20T00:00:00Z,77,73,5.55,141.48,154.38,29.17,15.32,3.92,0.88,13.41
017_AAAR,CRGRO048,1,1,2017-07-21T00:00:00Z,78,74,5.55,148.18,163.89,31.17,17.54,3.74,0.76,13.41
017_AAAR,CRGRO048,1,1,2017-07-22T00:00:00Z,79,75,5.55,154.42,174.81,33.13,19.94,3.59,0.67,13.41
017_AAAR,CRGRO048,1,1,2017-07-23T00:00:00Z,80,76,5.55,162.97,189.65,35.08,22.47,3.4,0.6,13.41
017_AAAR,CRGRO048,1,1,2017-07-24T00:00:00Z,81,77,5.55,171.65,204.36,37.06,25.19,3.23,0.53,13.41
017_AAAR,CRGRO048,1,1,2017-07-25T00:00:00Z,82,78,5.55,179.82,217.4,39.22,28.29,3.09,0.47,13.41
017_AAAR,CRGRO048,1,1,2017-07-26T00:00:00Z,83,79,5.55,187.73,227.47,41.41,31.56,2.96,0.42,13.41
017_AAAR,CRGRO048,1,1,2017-07-27T00:00:00Z,84,80,6.63,197.36,238.49,43.65,34.94,3.36,0.47,16.31
017_AAAR,CRGRO048,1,1,2017-07-28T00:00:00Z,85,81,10.5,205.47,248.86,45.78,38.33,5.11,0.77,29.55
017_AAAR,CRGRO048,1,1,2017-07-29T00:00:00Z,86,82,10.77,215.48,263.1,48.23,42.22,5,0.75,31.6
017_AAAR,CRGRO048,1,1,2017-07-30T00:00:00Z,87,83,10.99,223.95,277.63,50.7,46.39,4.91,0.68,31.72
017_AAAR,CRGRO048,1,1,2017-07-31T00:00:00Z,88,84,11.18,233.34,291.26,53.19,50.74,4.79,0.63,31.81
017_AAAR,CRGRO048,1,1,2017-08-01T00:00:00Z,89,85,13.83,242.65,291.26,55.85,55.16,5.7,0.65,36.03
017_AAAR,CRGRO048,1,1,2017-08-02T00:00:00Z,90,86,17.02,247.87,304.06,58.3,59.56,6.87,0.69,40.88
017_AAAR,CRGRO048,1,1,2017-08-03T00:00:00Z,91,87,17.17,253.46,319.67,60.79,64.31,6.78,0.64,40.88
017_AAAR,CRGRO048,1,1,2017-08-04T00:00:00Z,92,88,17.44,263.83,333.04,63.34,69.19,6.61,0.59,40.88
017_AAAR,CRGRO048,1,1,2017-08-05T00:00:00Z,93,89,17.58,273.67,349.67,65.93,74.24,6.42,0.55,40.88
017_AAAR,CRGRO048,1,1,2017-08-06T00:00:00Z,94,90,17.58,278.28,363.76,68.29,79.41,6.32,0.51,40.88
017_AAAR,CRGRO048,1,1,2017-08-07T00:00:00Z,95,91,17.58,281.72,379.08,70.47,84.71,6.24,0.48,40.88
017_AAAR,CRGRO048,1,1,2017-08-08T00:00:00Z,96,92,17.58,285.24,393.46,72.56,90.3,6.16,0.45,40.88
017_AAAR,CRGRO048,1,1,2017-08-09T00:00:00Z,97,93,17.58,292.02,402.51,74.85,96.44,6.02,0.42,40.88
017_AAAR,CRGRO048,1,1,2017-08-10T00:00:00Z,98,94,17.58,299.38,412.23,77.02,102.54,5.87,0.4,40.88
017_AAAR,CRGRO048,1,1,2017-08-11T00:00:00Z,99,95,17.58,306.23,445.22,78.91,108.57,5.74,0.38,40.88
017_AAAR,CRGRO048,1,1,2017-08-12T00:00:00Z,100,96,17.84,313.31,453.28,80.86,114.95,5.69,0.37,42.35
017_AAAR,CRGRO048,1,1,2017-08-13T00:00:00Z,101,97,23.66,319.63,459.61,82.12,121.35,7.4,0.66,79.82
017_AAAR,CRGRO048,1,1,2017-08-14T00:00:00Z,102,98,31.8,324.59,465.97,81.8,126.57,9.8,1.27,161.22
017_AAAR,CRGRO048,1,1,2017-08-15T00:00:00Z,103,99,32.1,330.73,476.93,81.52,130.1,9.71,1.79,232.94
017_AAAR,CRGRO048,1,1,2017-08-16T00:00:00Z,104,100,34.85,335.98,488.74,83.04,136.75,10.37,2.06,281.89
017_AAAR,CRGRO048,1,1,2017-08-17T00:00:00Z,105,101,42.79,341.68,501.28,82.65,142.13,12.52,3.07,436.23
017_AAAR,CRGRO048,1,1,2017-08-18T00:00:00Z,106,102,53.41,344.25,512.41,82.44,144.23,15.51,5.01,722.11
017_AAAR,CRGRO048,1,1,2017-08-19T00:00:00Z,107,103,64.44,343.69,522.29,82.26,145.93,18.75,7.84,1144.1
017_AAAR,CRGRO048,1,1,2017-08-20T00:00:00Z,108,104,75.73,343.18,530.04,82.12,146.97,22.07,11.84,1739.44
017_AAAR,CRGRO048,1,1,2017-08-21T00:00:00Z,109,105,86.29,346.58,539.87,81.94,148.72,24.9,16.41,2440.18
017_AAAR,CRGRO048,1,1,2017-08-22T00:00:00Z,110,106,96.81,344.28,545.69,81.76,149.7,28.12,22.57,3379.14
017_AAAR,CRGRO048,1,1,2017-08-23T00:00:00Z,111,107,107.27,339.87,548.86,81.67,149.88,31.56,30.5,4571.03
017_AAAR,CRGRO048,1,1,2017-08-24T00:00:00Z,112,108,117.57,337.66,550.45,81.6,149.88,34.82,40.18,6021.51
017_AAAR,CRGRO048,1,1,2017-08-25T00:00:00Z,113,109,127.24,337.66,550.45,81.51,150.25,37.68,51.06,7671.03
017_AAAR,CRGRO048,1,1,2017-08-26T00:00:00Z,114,110,136.17,337.66,550.45,81.42,150.92,40.33,62.77,9472.93
017_AAAR,CRGRO048,1,1,2017-08-27T00:00:00Z,115,111,144.95,333.6,550.45,81.33,151.35,43.45,76.64,11599.2
017_AAAR,CRGRO048,1,1,2017-08-28T00:00:00Z,116,112,152.88,333.6,550.45,81.24,151.84,45.83,89.91,13652.35
017_AAAR,CRGRO048,1,1,2017-08-29T00:00:00Z,117,113,159.86,333.6,550.45,81.17,152.2,47.92,99.3,15113.98
017_AAAR,CRGRO048,1,1,2017-08-30T00:00:00Z,118,114,164.55,333.6,550.45,81.06,153.18,49.33,101.6,15562.73
017_AAAR,CRGRO048,1,1,2017-08-31T00:00:00Z,119,115,164.55,333.6,550.45,80.99,153.38,49.33,101.47,15562.73
017_AAAR,CRGRO048,1,1,2017-09-01T00:00:00Z,120,116,164.55,333.6,550.45,80.58,159.65,49.33,97.48,15562.73
017_AAAR,CRGRO048,1,1,2017-09-02T00:00:00Z,121,117,165.8,333.6,550.45,80.2,165.53,49.7,94.74,15682.4
017_AAAR,CRGRO048,1,1,2017-09-03T00:00:00Z,122,118,169.29,333.6,550.45,80.09,166.74,50.74,96.05,16015.47
017_AAAR,CRGRO048,1,1,2017-09-04T00:00:00Z,123,119,173.11,333.6,550.45,80,167.57,51.89,97.76,16381.63
017_AAAR,CRGRO048,1,1,2017-09-05T00:00:00Z,124,120,176.86,333.6,550.45,79.95,167.57,53.02,99.9,16739.9
017_AAAR,CRGRO048,1,1,2017-09-06T00:00:00Z,125,121,176.86,333.6,550.45,79.86,168.47,53.02,99.36,16739.9
017_AAAR,CRGRO048,1,1,2017-09-07T00:00:00Z,126,122,177.5,333.6,550.45,79.59,175.49,53.21,95.74,16800.92
017_AAAR,CRGRO048,1,1,2017-09-08T00:00:00Z,127,123,179.04,333.6,550.45,79.45,177.56,53.67,95.45,16948.16
017_AAAR,CRGRO048,1,1,2017-09-09T00:00:00Z,128,124,179.82,333.6,550.45,79.32,179.22,53.9,94.98,17023.15
017_AAAR,CRGRO048,1,1,2017-09-10T00:00:00Z,129,125,179.82,333.6,550.45,79.15,181.74,53.9,93.67,17023.15
017_AAAR,CRGRO048,1,1,2017-09-11T00:00:00Z,130,126,179.82,333.6,550.45,79.1,182.09,53.9,93.49,17023.15
017_AAAR,CRGRO048,1,1,2017-09-12T00:00:00Z,131,127,179.82,333.6,550.45,78.91,189.39,53.9,89.89,17023.15
017_AAAR,CRGRO048,1,1,2017-09-13T00:00:00Z,132,128,179.82,333.6,550.45,78.75,196.3,53.9,86.72,17023.15
017_AAAR,CRGRO048,1,1,2017-09-14T00:00:00Z,133,129,179.82,333.6,550.45,78.57,202.99,53.9,83.86,17023.15
017_AAAR,CRGRO048,1,1,2017-09-15T00:00:00Z,134,130,179.82,333.6,550.45,78.44,209.16,53.9,81.39,17023.15
017_AAAR,CRGRO048,1,1,2017-09-16T00:00:00Z,135,131,179.82,333.6,550.45,78.31,215.08,53.9,79.15,17023.15
017_AAAR,CRGRO048,1,1,2017-09-17T00:00:00Z,136,132,179.82,333.6,550.45,78.17,220.85,53.9,77.08,17023.15
017_AAAR,CRGRO048,1,1,2017-09-18T00:00:00Z,137,133,179.82,333.6,550.45,78.04,226.32,53.9,75.22,17023.15
017_AAAR,CRGRO048,1,1,2017-09-19T00:00:00Z,138,134,179.82,333.6,550.45,77.95,231.54,53.9,73.52,17023.15
017_AAAR,CRGRO048,1,1,2017-09-20T00:00:00Z,139,135,179.82,333.6,550.45,77.85,236.76,53.9,71.9,17023.15
017_AAAR,CRGRO048,1,1,2017-09-21T00:00:00Z,140,136,179.82,333.6,550.45,77.74,241.75,53.9,70.42,17023.15
017_AAAR,CRGRO048,1,1,2017-09-22T00:00:00Z,141,137,180.99,333.6,550.45,77.62,246.74,54.25,69.44,17134.75
017_AAAR,CRGRO048,1,1,2017-09-23T00:00:00Z,142,138,182.38,333.6,550.45,77.53,250.89,54.67,68.83,17267.58
017_AAAR,CRGRO048,1,1,2017-09-24T00:00:00Z,143,139,184.45,333.6,550.45,77.45,254.64,55.29,68.59,17465.55
017_AAAR,CRGRO048,2,2,2017-06-24T00:00:00Z,51,47,0,0,0,0,0,0,0,0
017_AAAR,CRGRO048,2,2,2017-06-25T00:00:00Z,52,48,0,0,0,0,0,0,0,0
017_AAAR,CRGRO048,2,2,2017-06-26T00:00:00Z,53,49,0,0,0,0,0,0,0,0
017_AAAR,CRGRO048,2,2,2017-06-27T00:00:00Z,54,50,0,0,0,0,0,0,0,0
017_AAAR,CRGRO048,2,2,2017-06-28T00:00:00Z,55,51,0,0,0,0,0,0,0,0
017_AAAR,CRGRO048,2,2,2017-06-29T00:00:00Z,56,52,0.01,3.43,0,0.13,0,0.25,0,0
017_AAAR,CRGRO048,2,2,2017-06-30T00:00:00Z,57,53,0.02,7.37,0,0.35,0,0.25,0,0
017_AAAR,CRGRO048,2,2,2017-07-01T00:00:00Z,58,54,0.03,13.06,0,0.73,0,0.25,0,0
017_AAAR,CRGRO048,2,2,2017-07-02T00:00:00Z,59,55,0.03,18.48,0,1.22,0,0.18,0,0
017_AAAR,CRGRO048,2,2,2017-07-03T00:00:00Z,60,56,0.03,24.26,0,1.85,0,0.14,0,0
017_AAAR,CRGRO048,2,2,2017-07-04T00:00:00Z,61,57,0.03,29.97,0,2.56,0,0.11,0,0
017_AAAR,CRGRO048,2,2,2017-07-05T00:00:00Z,62,58,0.24,35.64,5.31,3.35,0,0.67,0,0.01
017_AAAR,CRGRO048,2,2,2017-07-06T00:00:00Z,63,59,0.82,41.92,11.37,4.26,0.07,1.96,2.09,0.15
017_AAAR,CRGRO048,2,2,2017-07-07T00:00:00Z,64,60,1.77,47.42,20.03,5.26,0.23,3.73,4.34,0.99
017_AAAR,CRGRO048,2,2,2017-07-08T00:00:00Z,65,61,2.98,56.23,28.22,6.52,0.52,5.29,6.66,3.43
017_AAAR,CRGRO048,2,2,2017-07-09T00:00:00Z,66,62,4.31,65.01,36.95,8.04,0.94,6.62,8.33,7.84
017_AAAR,CRGRO048,2,2,2017-07-10T00:00:00Z,67,63,4.71,72.88,45.57,9.75,1.5,6.46,6.42,9.65
