EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,PODINF,PODNO,SEEDNO,WTSHELL,WTSEED,PCINF,AFCON,AFSUM
019_AAAA,CRGRO048,1,1,2019-06-26T00:00:00Z,53,45,0,0,0,0,0,0,0,0
019_AAAA,CRGRO048,1,1,2019-06-27T00:00:00Z,54,46,0,0,0,0,0,0,0,0
019_AAAA,CRGRO048,1,1,2019-06-28T00:00:00Z,55,47,0,0,0,0,0,0,0,0
019_AAAA,CRGRO048,1,1,2019-06-29T00:00:00Z,56,48,0,0,0,0,0,0,0,0
019_AAAA,CRGRO048,1,1,2019-06-30T00:00:00Z,57,49,0,0,0,0,0,0,0,0
019_AAAA,CRGRO048,1,1,2019-07-01T00:00:00Z,58,50,0,0.18,0,0.01,0,0.07,0,0
019_AAAA,CRGRO048,1,1,2019-07-02T00:00:00Z,59,51,0.02,1.21,0,0.04,0,1.52,0,0
019_AAAA,CRGRO048,1,1,2019-07-03T00:00:00Z,60,52,0.04,2.44,0,0.1,0,1.52,0,0
019_AAAA,CRGRO048,1,1,2019-07-04T00:00:00Z,61,53,0.06,3.94,0,0.2,0,1.52,0,0
019_AAAA,CRGRO048,1,1,2019-07-05T00:00:00Z,62,54,0.08,5.39,0,0.34,0,1.5,0,0
019_AAAA,CRGRO048,1,1,2019-07-06T00:00:00Z,63,55,0.08,7.02,0,0.52,0,1.15,0,0
019_AAAA,CRGRO048,1,1,2019-07-07T00:00:00Z,64,56,0.08,8.5,0,0.73,0,0.95,0,0
019_AAAA,CRGRO048,1,1,2019-07-08T00:00:00Z,65,57,0.08,10.29,0.27,0.97,0,0.78,0,0
019_AAAA,CRGRO048,1,1,2019-07-09T00:00:00Z,66,58,0.08,12.46,1.75,1.25,0,0.65,0.89,0
019_AAAA,CRGRO048,1,1,2019-07-10T00:00:00Z,67,59,0.08,15.12,5.69,1.57,0.03,0.53,0.11,0
019_AAAA,CRGRO048,1,1,2019-07-11T00:00:00Z,68,60,0.08,17.95,7.78,1.98,0.11,0.45,0.03,0
019_AAAA,CRGRO048,1,1,2019-07-12T00:00:00Z,69,61,0.08,21.67,10.16,2.5,0.23,0.37,0.01,0
019_AAAA,CRGRO048,1,1,2019-07-13T00:00:00Z,70,62,0.08,25.67,12.37,3.13,0.39,0.31,0.01,0
019_AAAA,CRGRO048,1,1,2019-07-14T00:00:00Z,71,63,0.97,30.18,15.11,3.79,0.56,3.23,0.37,0.21
019_AAAA,CRGRO048,1,1,2019-07-15T00:00:00Z,72,64,2.38,35.03,18.55,4.47,0.74,6.78,2.68,1.99
019_AAAA,CRGRO048,1,1,2019-07-16T00:00:00Z,73,65,4.2,40.56,23.01,5.28,0.99,10.35,8.39,8.27
019_AAAA,CRGRO048,1,1,2019-07-17T00:00:00Z,74,66,6.8,47.12,27.42,6.21,1.29,14.43,21.51,27.75
019_AAAA,CRGRO048,1,1,2019-07-18T00:00:00Z,75,67,9.16,51.74,33.09,7.15,1.65,17.7,34.23,56.35
019_AAAA,CRGRO048,1,1,2019-07-19T00:00:00Z,76,68,10.87,54.73,39.08,8.17,2.11,19.87,42.01,88.73
019_AAAA,CRGRO048,1,1,2019-07-20T00:00:00Z,77,69,12.96,55.96,45.83,9.17,2.67,23.17,52.34,139.92
019_AAAA,CRGRO048,1,1,2019-07-21T00:00:00Z,78,70,15.27,57.71,45.83,10.2,3.28,26.46,65.65,215.62
019_AAAA,CRGRO048,1,1,2019-07-22T00:00:00Z,79,71,16.02,58.23,53.12,11.21,3.96,27.52,70.71,280.08
019_AAAA,CRGRO048,1,1,2019-07-23T00:00:00Z,80,72,16.18,59.01,61.54,12.13,4.74,27.41,65.84,312.39
019_AAAA,CRGRO048,1,1,2019-07-24T00:00:00Z,81,73,16.29,60.03,71.51,13.05,5.69,27.14,54.89,312.5
