EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,PODINF,PODNO,SEEDNO,WTSHELL,WTSEED,PCINF,AFCON,AFSUM
019_AAAV,CRGRO048,1,1,2019-06-21T00:00:00Z,48,44,0,0,0,0,0,0,0,0
019_AAAV,CRGRO048,1,1,2019-06-22T00:00:00Z,49,45,0,0,0,0,0,0,0,0
019_AAAV,CRGRO048,1,1,2019-06-23T00:00:00Z,50,46,0,0,0,0,0,0,0,0
019_AAAV,CRGRO048,1,1,2019-06-24T00:00:00Z,51,47,0,0,0,0,0,0,0,0
019_AAAV,CRGRO048,1,1,2019-06-25T00:00:00Z,52,48,0,0,0,0,0,0,0,0
019_AAAV,CRGRO048,1,1,2019-06-26T00:00:00Z,53,49,0,0.07,0,0,0,0,0,0
019_AAAV,CRGRO048,1,1,2019-06-27T00:00:00Z,54,50,0.01,4.36,0,0.16,0,0.12,0,0
019_AAAV,CRGRO048,1,1,2019-06-28T00:00:00Z,55,51,0.01,9.71,0,0.46,0,0.12,0,0
019_AAAV,CRGRO048,1,1,2019-06-29T00:00:00Z,56,52,0.02,13.5,0,0.82,0,0.12,0,0
019_AAAV,CRGRO048,1,1,2019-06-30T00:00:00Z,57,53,0.17,20.36,0,1.37,0,0.82,0,0.01
019_AAAV,CRGRO048,1,1,2019-07-01T00:00:00Z,58,54,0.62,27.67,0,2.03,0,2.23,0,0.14
019_AAAV,CRGRO048,1,1,2019-07-02T00:00:00Z,59,55,1.43,36.46,0,2.85,0,3.92,0,1.05
019_AAAV,CRGRO048,1,1,2019-07-03T00:00:00Z,60,56,1.74,43.99,6.38,3.72,0,3.95,0,2.15
019_AAAV,CRGRO048,1,1,2019-07-04T00:00:00Z,61,57,2,51.53,14.16,4.77,0.08,3.88,29.02,2.45
019_AAAV,CRGRO048,1,1,2019-07-05T00:00:00Z,62,58,2.15,60.05,19.67,6.08,0.28,3.59,9,2.54
019_AAAV,CRGRO048,1,1,2019-07-06T00:00:00Z,63,59,2.15,65.35,29.74,7.55,0.58,3.3,4.38,2.54
019_AAAV,CRGRO048,1,1,2019-07-07T00:00:00Z,64,60,2.15,69.61,40.42,8.93,0.99,3.09,2.57,2.54
019_AAAV,CRGRO048,1,1,2019-07-08T00:00:00Z,65,61,2.94,73.2,53.21,10.36,1.54,4.02,2.83,4.37
019_AAAV,CRGRO048,1,1,2019-07-09T00:00:00Z,66,62,4.54,81.21,64.77,12.01,2.28,5.59,4.2,9.59
019_AAAV,CRGRO048,1,1,2019-07-10T00:00:00Z,67,63,5.78,90.46,76.45,13.82,3.16,6.39,5.09,16.09
019_AAAV,CRGRO048,1,1,2019-07-11T00:00:00Z,68,64,6.13,97.92,89.21,15.72,4.23,6.26,5.34,22.59
019_AAAV,CRGRO048,1,1,2019-07-12T00:00:00Z,69,65,6.44,107.43,97.88,17.74,5.49,6,4.2,23.08
019_AAAV,CRGRO048,1,1,2019-07-13T00:00:00Z,70,66,6.52,114.33,105.27,19.88,6.95,5.71,3.32,23.11
019_AAAV,CRGRO048,1,1,2019-07-14T00:00:00Z,71,67,6.52,119.62,112.05,21.78,8.38,5.45,2.76,23.11
019_AAAV,CRGRO048,1,1,2019-07-15T00:00:00Z,72,68,6.52,123.51,125.22,23.42,9.83,5.28,2.35,23.11
019_AAAV,CRGRO048,1,1,2019-07-16T00:00:00Z,73,69,6.52,127.06,140.22,24.96,11.45,5.13,2.02,23.11
019_AAAV,CRGRO048,1,1,2019-07-17T00:00:00Z,74,70,6.52,133.94,152.6,26.49,13.22,4.87,1.75,23.11
019_AAAV,CRGRO048,1,1,2019-07-18T00:00:00Z,75,71,6.52,139.74,167.24,28.03,15.26,4.67,1.51,23.11
019_AAAV,CRGRO048,1,1,2019-07-19T00:00:00Z,76,72,6.52,147.49,177.91,29.77,17.59,4.42,1.31,23.11
019_AAAV,CRGRO048,1,1,2019-07-20T00:00:00Z,77,73,6.52,154.81,186.2,31.64,20.14,4.21,1.15,23.11
019_AAAV,CRGRO048,1,1,2019-07-21T00:00:00Z,78,74,6.52,161.99,193.22,33.48,22.67,4.03,1.02,23.11
019_AAAV,CRGRO048,1,1,2019-07-22T00:00:00Z,79,75,6.52,168.76,200.09,35.38,25.44,3.87,0.91,23.11
019_AAAV,CRGRO048,1,1,2019-07-23T00:00:00Z,80,76,6.52,174.97,211.62,37.16,28.3,3.73,0.82,23.11
019_AAAV,CRGRO048,1,1,2019-07-24T00:00:00Z,81,77,6.52,181.1,222,39.29,31.65,3.6,0.73,23.11
019_AAAV,CRGRO048,1,1,2019-07-25T00:00:00Z,82,78,6.52,190.27,222,41.52,35.01,3.43,0.66,23.11
019_AAAV,CRGRO048,1,1,2019-07-26T00:00:00Z,83,79,6.52,198.1,234.84,43.6,38.43,3.29,0.6,23.11
019_AAAV,CRGRO048,1,1,2019-07-27T00:00:00Z,84,80,6.52,206.98,246.87,45.77,42.06,3.15,0.55,23.11
019_AAAV,CRGRO048,1,1,2019-07-28T00:00:00Z,85,81,6.52,215.72,258.67,48.02,45.86,3.02,0.5,23.11
019_AAAV,CRGRO048,1,1,2019-07-29T00:00:00Z,86,82,7.44,225.04,269.95,50.3,49.68,3.3,0.49,24.37
019_AAAV,CRGRO048,1,1,2019-07-30T00:00:00Z,87,83,10.13,235.38,281.06,52.59,53.47,4.3,0.52,27.87
019_AAAV,CRGRO048,1,1,2019-07-31T00:00:00Z,88,84,14.17,243.21,291.83,54.83,57.43,5.83,0.59,34.08
019_AAAV,CRGRO048,1,1,2019-08-01T00:00:00Z,89,85,18.53,251.8,305.83,57.2,61.65,7.36,0.78,48.29
019_AAAV,CRGRO048,1,1,2019-08-02T00:00:00Z,90,86,18.95,260.58,319.47,59.87,66.48,7.27,0.86,56.86
019_AAAV,CRGRO048,1,1,2019-08-03T00:00:00Z,91,87,19.26,269.26,334.48,62.31,71.2,7.15,0.8,57.02
019_AAAV,CRGRO048,1,1,2019-08-04T00:00:00Z,92,88,19.37,275.14,349.07,64.58,75.91,7.04,0.75,57.04
019_AAAV,CRGRO048,1,1,2019-08-05T00:00:00Z,93,89,19.37,279.33,364.3,66.86,81.06,6.93,0.7,57.04
019_AAAV,CRGRO048,1,1,2019-08-06T00:00:00Z,94,90,19.37,282.86,381.02,69.04,86.36,6.85,0.66,57.04
019_AAAV,CRGRO048,1,1,2019-08-07T00:00:00Z,95,91,19.37,286.56,393.73,70.99,91.57,6.76,0.62,57.04
019_AAAV,CRGRO048,1,1,2019-08-08T00:00:00Z,96,92,19.37,294.49,407.71,72.99,97.04,6.58,0.6,58.4
019_AAAV,CRGRO048,1,1,2019-08-09T00:00:00Z,97,93,19.37,301.15,421.67,74.88,102.56,6.43,0.57,58.4
019_AAAV,CRGRO048,1,1,2019-08-10T00:00:00Z,98,94,19.37,306.12,444.9,76.31,107.73,6.33,0.69,74.11
019_AAAV,CRGRO048,1,1,2019-08-11T00:00:00Z,99,95,19.37,313.19,452.05,78.15,113.83,6.18,0.65,74.11
019_AAAV,CRGRO048,1,1,2019-08-12T00:00:00Z,100,96,19.37,319.66,458.36,79.92,120.01,6.06,0.62,74.11
019_AAAV,CRGRO048,1,1,2019-08-13T00:00:00Z,101,97,19.37,325.65,464.66,81.52,126.04,5.95,0.59,74.11
019_AAAV,CRGRO048,1,1,2019-08-14T00:00:00Z,102,98,19.37,330.98,477.15,83.02,132.26,5.85,0.56,74.11
019_AAAV,CRGRO048,1,1,2019-08-15T00:00:00Z,103,99,19.58,333.79,487.96,84.47,139.02,5.86,0.56,77.79
019_AAAV,CRGRO048,1,1,2019-08-16T00:00:00Z,104,100,19.58,337.6,497.46,85.87,145.99,5.8,0.56,81.51
019_AAAV,CRGRO048,1,1,2019-08-17T00:00:00Z,105,101,19.58,341.51,508.36,87.11,153.24,5.73,0.53,81.51
019_AAAV,CRGRO048,1,1,2019-08-18T00:00:00Z,106,102,19.59,345.96,518.39,88.32,160.13,5.66,0.51,81.51
019_AAAV,CRGRO048,1,1,2019-08-19T00:00:00Z,107,103,19.59,349.55,527.94,89.63,167.37,5.6,0.49,81.51
019_AAAV,CRGRO048,1,1,2019-08-20T00:00:00Z,108,104,19.59,353.96,537.47,90.85,174.06,5.53,0.47,81.51
019_AAAV,CRGRO048,1,1,2019-08-21T00:00:00Z,109,105,19.59,357.98,543.15,92.04,180.73,5.47,0.45,81.51
019_AAAV,CRGRO048,1,1,2019-08-22T00:00:00Z,110,106,19.59,361.96,550.16,93.11,186.97,5.41,0.44,81.51
019_AAAV,CRGRO048,1,1,2019-08-23T00:00:00Z,111,107,23.34,365.79,557.45,94.1,193.17,6.38,0.55,105.6
019_AAAV,CRGRO048,1,1,2019-08-24T00:00:00Z,112,108,25.27,369.11,565.41,94.67,199.48,6.85,0.69,136.85
019_AAAV,CRGRO048,1,1,2019-08-25T00:00:00Z,113,109,25.33,372.6,572.03,94.32,206.74,6.8,0.66,136.86
019_AAAV,CRGRO048,1,1,2019-08-26T00:00:00Z,114,110,30.5,375.91,579.86,93.95,213.47,8.11,0.92,196.4
019_AAAV,CRGRO048,1,1,2019-08-27T00:00:00Z,115,111,30.59,380.04,586.58,93.64,218.14,8.05,1.1,238.95
019_AAAV,CRGRO048,1,1,2019-08-28T00:00:00Z,116,112,30.63,382.59,593.34,94.51,224.6,8.01,1.06,238.96
019_AAAV,CRGRO048,1,1,2019-08-29T00:00:00Z,117,113,30.66,384.29,599.89,95.34,231.13,7.98,1.03,238.96
