EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,PODINF,PODNO,SEEDNO,WTSHELL,WTSEED,PCINF,AFCON,AFSUM
019_AAAM,CRGRO048,1,1,2019-06-27T00:00:00Z,54,46,0,0,0,0,0,0,0,0
019_AAAM,CRGRO048,1,1,2019-06-28T00:00:00Z,55,47,0,0,0,0,0,0,0,0
019_AAAM,CRGRO048,1,1,2019-06-29T00:00:00Z,56,48,0,0,0,0,0,0,0,0
019_AAAM,CRGRO048,1,1,2019-06-30T00:00:00Z,57,49,0,0,0,0,0,0,0,0
019_AAAM,CRGRO048,1,1,2019-07-01T00:00:00Z,58,50,0,0,0,0,0,0,0,0
019_AAAM,CRGRO048,1,1,2019-07-02T00:00:00Z,59,51,0.1,0.73,0,0.02,0,13.39,0,0.07
019_AAAM,CRGRO048,1,1,2019-07-03T00:00:00Z,60,52,0.42,2.66,0,0.09,0,15.88,0,0.81
019_AAAM,CRGRO048,1,1,2019-07-04T00:00:00Z,61,53,0.7,3.75,0,0.19,0,18.66,0,1.73
019_AAAM,CRGRO048,1,1,2019-07-05T00:00:00Z,62,54,0.95,4.45,0,0.29,0,21.46,0,2.99
019_AAAM,CRGRO048,1,1,2019-07-06T00:00:00Z,63,55,1.2,4.87,0,0.4,0,24.54,0,4.82
019_AAAM,CRGRO048,1,1,2019-07-07T00:00:00Z,64,56,1.43,5.13,0,0.51,0,27.93,0,7.43
019_AAAM,CRGRO048,1,1,2019-07-08T00:00:00Z,65,57,1.65,5.24,1.01,0.6,0,31.6,0,10.64
019_AAAM,CRGRO048,1,1,2019-07-09T00:00:00Z,66,58,1.92,5.43,3.67,0.67,0.01,35.4,1084.78,14.45
019_AAAM,CRGRO048,1,1,2019-07-10T00:00:00Z,67,59,2.18,5.71,5.16,0.78,0.06,38.24,290.13,18.68
019_AAAM,CRGRO048,1,1,2019-07-11T00:00:00Z,68,60,2.44,5.98,6.13,0.89,0.13,40.78,174.97,23.53
019_AAAM,CRGRO048,1,1,2019-07-12T00:00:00Z,69,61,2.67,6.06,6.72,0.96,0.21,44.01,136.82,29.29
019_AAAM,CRGRO048,1,1,2019-07-13T00:00:00Z,70,62,2.88,6.18,7.08,1.06,0.31,46.65,115.73,35.69
019_AAAM,CRGRO048,1,1,2019-07-14T00:00:00Z,71,63,3.1,6.31,7.4,1.16,0.4,49.17,107.85,42.78
019_AAAM,CRGRO048,1,1,2019-07-15T00:00:00Z,72,64,3.33,6.44,8.12,1.25,0.49,51.67,103.96,50.68
019_AAAM,CRGRO048,1,1,2019-07-16T00:00:00Z,73,65,3.54,6.49,8.74,1.27,0.58,54.48,101.58,59.22
019_AAAM,CRGRO048,1,1,2019-07-17T00:00:00Z,74,66,3.72,6.49,9.26,1.31,0.69,57.37,99.01,68.35
019_AAAM,CRGRO048,1,1,2019-07-18T00:00:00Z,75,67,3.91,6.53,9.41,1.31,0.8,59.91,96.81,77.3
019_AAAM,CRGRO048,1,1,2019-07-19T00:00:00Z,76,68,3.92,6.51,9.54,1.31,0.89,60.2,94.83,83.97
019_AAAM,CRGRO048,1,1,2019-07-20T00:00:00Z,77,69,3.93,6.52,9.7,1.35,1.02,60.23,82.13,83.97
019_AAAM,CRGRO048,1,1,2019-07-21T00:00:00Z,78,70,3.93,6.57,9.7,1.39,1.16,59.83,72.66,83.97
019_AAAM,CRGRO048,1,1,2019-07-22T00:00:00Z,79,71,3.93,6.59,10,1.43,1.29,59.66,64.95,83.97
019_AAAM,CRGRO048,1,1,2019-07-23T00:00:00Z,80,72,3.93,6.62,10.17,1.45,1.44,59.43,58.33,83.97
019_AAAM,CRGRO048,1,1,2019-07-24T00:00:00Z,81,73,3.93,6.61,10.27,1.48,1.6,59.53,52.59,83.97
019_AAAM,CRGRO048,1,1,2019-07-25T00:00:00Z,82,74,3.93,6.86,10.39,1.5,1.75,57.35,47.95,83.97
019_AAAM,CRGRO048,1,1,2019-07-26T00:00:00Z,83,75,3.93,7.13,10.49,1.53,1.91,55.18,43.97,83.97
019_AAAM,CRGRO048,1,1,2019-07-27T00:00:00Z,84,76,3.93,7.4,10.59,1.57,2.06,53.13,40.7,83.97
019_AAAM,CRGRO048,1,1,2019-07-28T00:00:00Z,85,77,3.93,7.4,10.66,1.59,2.22,53.17,37.83,83.97
019_AAAM,CRGRO048,1,1,2019-07-29T00:00:00Z,86,78,3.93,7.58,10.74,1.63,2.37,51.91,35.41,83.97
019_AAAM,CRGRO048,1,1,2019-07-30T00:00:00Z,87,79,3.93,7.7,10.81,1.66,2.52,51.08,33.29,83.97
019_AAAM,CRGRO048,1,1,2019-07-31T00:00:00Z,88,80,3.93,7.81,10.81,1.69,2.67,50.32,31.48,83.97
019_AAAM,CRGRO048,1,1,2019-08-01T00:00:00Z,89,81,3.93,8.04,10.81,1.73,2.82,48.89,29.81,83.97
019_AAAM,CRGRO048,1,1,2019-08-02T00:00:00Z,90,82,3.93,8.09,11.2,1.76,2.97,48.62,28.23,83.97
019_AAAM,CRGRO048,1,1,2019-08-03T00:00:00Z,91,83,3.93,8.14,11.62,1.78,3.13,48.32,26.8,83.97
