EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,PODINF,PODNO,SEEDNO,WTSHELL,WTSEED,PCINF,AFCON,AFSUM
016_AAAM,CRGRO048,1,1,2016-06-28T00:00:00Z,55,47,0,0,0,0,0,0,0,0
016_AAAM,CRGRO048,1,1,2016-06-29T00:00:00Z,56,48,0,0,0,0,0,0,0,0
016_AAAM,CRGRO048,1,1,2016-06-30T00:00:00Z,57,49,0,0,0,0,0,0,0,0
016_AAAM,CRGRO048,1,1,2016-07-01T00:00:00Z,58,50,0,0,0,0,0,0,0,0
016_AAAM,CRGRO048,1,1,2016-07-02T00:00:00Z,59,51,0,0,0,0,0,0,0,0
016_AAAM,CRGRO048,1,1,2016-07-03T00:00:00Z,60,52,0,0,0,0,0,0,0,0
016_AAAM,CRGRO048,1,1,2016-07-04T00:00:00Z,61,53,0.59,4.61,0,0.15,0,12.8,0,2.01
016_AAAM,CRGRO048,1,1,2016-07-05T00:00:00Z,62,54,1.72,11,0,0.44,0,15.65,0,9.73
016_AAAM,CRGRO048,1,1,2016-07-06T00:00:00Z,63,55,2.68,16.07,0,0.83,0,16.65,0,18.4
016_AAAM,CRGRO048,1,1,2016-07-07T00:00:00Z,64,56,3.42,18.61,0,1.24,0,18.36,0,29.19
016_AAAM,CRGRO048,1,1,2016-07-08T00:00:00Z,65,57,4.28,20.64,0,1.64,0,20.73,0,46.33
016_AAAM,CRGRO048,1,1,2016-07-09T00:00:00Z,66,58,5.28,22.87,0,2.09,0,23.08,0,69.89
016_AAAM,CRGRO048,1,1,2016-07-10T00:00:00Z,67,59,6.36,24.07,6.3,2.51,0,26.43,0,101.84
016_AAAM,CRGRO048,1,1,2016-07-11T00:00:00Z,68,60,7.88,26.68,14.92,2.94,0.08,29.52,1754.22,146.45
016_AAAM,CRGRO048,1,1,2016-07-12T00:00:00Z,69,61,9.68,30.34,21.71,3.48,0.28,31.9,724.84,204.87
016_AAAM,CRGRO048,1,1,2016-07-13T00:00:00Z,70,62,11.22,32.3,25.12,4.09,0.56,34.74,493.6,278.31
016_AAAM,CRGRO048,1,1,2016-07-14T00:00:00Z,71,63,12.72,33.95,27.86,4.73,0.89,37.47,415.07,367.42
016_AAAM,CRGRO048,1,1,2016-07-15T00:00:00Z,72,64,14.21,35.41,30.86,5.38,1.23,40.14,381.98,471.58
016_AAAM,CRGRO048,1,1,2016-07-16T00:00:00Z,73,65,15.53,36.03,33.55,6.06,1.64,43.09,358.56,587.26
016_AAAM,CRGRO048,1,1,2016-07-17T00:00:00Z,74,66,16.76,36.14,38.64,6.72,2.09,46.38,342.98,716.73
016_AAAM,CRGRO048,1,1,2016-07-18T00:00:00Z,75,67,17.34,35.93,44.85,7.2,2.6,48.27,321.32,835.2
016_AAAM,CRGRO048,1,1,2016-07-19T00:00:00Z,76,68,17.81,35.94,48.18,7.68,3.23,49.55,288.24,931.03
016_AAAM,CRGRO048,1,1,2016-07-20T00:00:00Z,77,69,18.35,36.02,50.94,8.04,3.85,50.96,267.8,1031.97
016_AAAM,CRGRO048,1,1,2016-07-21T00:00:00Z,78,70,18.75,36.5,50.94,8.41,4.51,51.36,252.77,1139.92
