EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,PODINF,PODNO,SEEDNO,WTSHELL,WTSEED,PCINF,AFCON,AFSUM
019_AABC,CRGRO048,1,1,2019-06-16T00:00:00Z,43,42,0,0,0,0,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-17T00:00:00Z,44,43,0,0,0,0,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-18T00:00:00Z,45,44,0,0,0,0,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-19T00:00:00Z,46,45,0,0,0,0,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-20T00:00:00Z,47,46,0,0,0,0,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-21T00:00:00Z,48,47,0,1.15,0,0.04,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-22T00:00:00Z,49,48,0,5.79,0,0.23,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-23T00:00:00Z,50,49,0,10.7,0,0.53,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-24T00:00:00Z,51,50,0,17.66,0,1,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-25T00:00:00Z,52,51,0,24.01,0,1.62,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-26T00:00:00Z,53,52,0,29.1,0,2.34,0,0,0,0
019_AABC,CRGRO048,1,1,2019-06-27T00:00:00Z,54,53,0.51,37.7,1.75,3.29,0,1.36,0,0.05
019_AABC,CRGRO048,1,1,2019-06-28T00:00:00Z,55,54,1.05,46.77,8.8,4.41,0.03,2.23,13.88,0.36
019_AABC,CRGRO048,1,1,2019-06-29T00:00:00Z,56,55,1.36,55.93,16.29,5.77,0.16,2.44,3.79,0.61
019_AABC,CRGRO048,1,1,2019-06-30T00:00:00Z,57,56,1.63,66.46,26.92,7.38,0.41,2.45,1.92,0.78
019_AABC,CRGRO048,1,1,2019-07-01T00:00:00Z,58,57,3.75,77.9,36.61,9.12,0.79,4.81,5.8,4.57
019_AABC,CRGRO048,1,1,2019-07-02T00:00:00Z,59,58,7.01,87.36,44.3,10.88,1.26,8.02,17,21.39
019_AABC,CRGRO048,1,1,2019-07-03T00:00:00Z,60,59,11.01,94.99,57.32,12.69,1.82,11.59,34.71,63.29
019_AABC,CRGRO048,1,1,2019-07-04T00:00:00Z,61,60,16.47,105.19,71.29,14.68,2.55,15.65,63.77,162.31
019_AABC,CRGRO048,1,1,2019-07-05T00:00:00Z,62,61,22.79,117.22,85.41,17.09,3.55,19.44,94.97,337.33
019_AABC,CRGRO048,1,1,2019-07-06T00:00:00Z,63,62,27.37,122.33,101.82,19.54,4.83,22.37,108.42,523.4
019_AABC,CRGRO048,1,1,2019-07-07T00:00:00Z,64,63,31.16,124.3,119.37,20.97,6.2,25.07,129.65,803.94
019_AABC,CRGRO048,1,1,2019-07-08T00:00:00Z,65,64,35.07,125.73,133.88,23.01,7.9,27.89,143.06,1130.63
019_AABC,CRGRO048,1,1,2019-07-09T00:00:00Z,66,65,39.64,126.33,146.2,23.26,9.77,31.38,165.69,1618.66
019_AABC,CRGRO048,1,1,2019-07-10T00:00:00Z,67,66,44.02,126.83,162.46,23.24,11.88,34.71,185.34,2201.02
019_AABC,CRGRO048,1,1,2019-07-11T00:00:00Z,68,67,48.55,127.46,181.25,23.06,13.56,38.09,215.18,2918.73
019_AABC,CRGRO048,1,1,2019-07-12T00:00:00Z,69,68,52.64,128.46,190.25,22.95,15.57,40.98,238.49,3714.1
019_AABC,CRGRO048,1,1,2019-07-13T00:00:00Z,70,69,56.25,131.18,194.53,22.85,17.94,42.88,249.05,4469
019_AABC,CRGRO048,1,1,2019-07-14T00:00:00Z,71,70,60.22,131.33,197.14,22.77,18.84,45.85,293.7,5534.76
019_AABC,CRGRO048,1,1,2019-07-15T00:00:00Z,72,71,64.1,131.66,198.37,22.73,19.53,48.68,345.06,6739.9
019_AABC,CRGRO048,1,1,2019-07-16T00:00:00Z,73,72,67.66,130.45,199.38,22.69,19.93,51.87,406.1,8092.22
019_AABC,CRGRO048,1,1,2019-07-17T00:00:00Z,74,73,71.09,128.67,200.14,22.66,20.15,55.25,476.29,9598.57
019_AABC,CRGRO048,1,1,2019-07-18T00:00:00Z,75,74,74.35,127.28,200.73,22.62,20.45,58.41,545.94,11165.43
019_AABC,CRGRO048,1,1,2019-07-19T00:00:00Z,76,75,75.05,123.9,200.73,22.58,21.23,60.57,583.66,12389
019_AABC,CRGRO048,1,1,2019-07-20T00:00:00Z,77,76,76.17,123.14,201.28,22.54,24.06,61.85,557.92,13425.57
019_AABC,CRGRO048,1,1,2019-07-21T00:00:00Z,78,77,78.09,122.34,201.86,22.43,26.89,63.83,556.51,14963.46
019_AABC,CRGRO048,1,1,2019-07-22T00:00:00Z,79,78,80.04,122.34,201.86,22.37,28.51,65.43,585.62,16693.62
019_AABC,CRGRO048,1,1,2019-07-23T00:00:00Z,80,79,80.04,122.34,201.86,22.32,29.75,65.43,606.2,18031.81
019_AABC,CRGRO048,1,1,2019-07-24T00:00:00Z,81,80,80.04,122.34,201.86,22.17,32.97,65.43,546.93,18031.81
019_AABC,CRGRO048,1,1,2019-07-25T00:00:00Z,82,81,80.14,124.56,201.86,22.11,36,64.34,500.82,18031.88
019_AABC,CRGRO048,1,1,2019-07-26T00:00:00Z,83,82,80.14,124.56,201.86,22.06,39.01,64.34,462.23,18031.88
019_AABC,CRGRO048,1,1,2019-07-27T00:00:00Z,84,83,80.14,124.56,201.86,22.03,41.91,64.34,430.23,18031.88
019_AABC,CRGRO048,1,1,2019-07-28T00:00:00Z,85,84,80.14,124.56,201.86,22,44.72,64.34,403.26,18031.88
019_AABC,CRGRO048,1,1,2019-07-29T00:00:00Z,86,85,81.01,124.56,201.86,21.95,47.42,65.04,384.52,18235.48
019_AABC,CRGRO048,1,1,2019-07-30T00:00:00Z,87,86,82.13,124.56,201.86,21.9,49.76,65.94,373.46,18585.06
019_AABC,CRGRO048,1,1,2019-07-31T00:00:00Z,88,87,83.38,124.56,201.86,21.86,52.04,66.94,373.01,19411.74
019_AABC,CRGRO048,1,1,2019-08-01T00:00:00Z,89,88,83.38,124.41,205.28,21.79,54.45,67.02,367.03,19985.69
019_AABC,CRGRO048,1,1,2019-08-02T00:00:00Z,90,89,83.38,124.41,205.28,21.77,56.86,67.02,351.52,19985.69
019_AABC,CRGRO048,1,1,2019-08-03T00:00:00Z,91,90,83.51,124.41,205.28,21.77,59.11,67.12,340.35,20119.24
019_AABC,CRGRO048,1,1,2019-08-04T00:00:00Z,92,91,84.79,124.41,205.28,21.74,61.36,68.16,348,21353.4
019_AABC,CRGRO048,1,1,2019-08-05T00:00:00Z,93,92,85.54,125.35,205.28,21.75,63.67,68.24,348.56,22191.46
019_AABC,CRGRO048,1,1,2019-08-06T00:00:00Z,94,93,86.78,127.12,205.28,21.82,65.7,68.26,354.32,23278.64
019_AABC,CRGRO048,1,1,2019-08-07T00:00:00Z,95,94,88.48,127.12,205.28,21.77,67.57,69.6,372.79,25189.22
019_AABC,CRGRO048,1,1,2019-08-08T00:00:00Z,96,95,89.84,127.12,205.28,21.79,69.24,70.67,391.84,27131.75
019_AABC,CRGRO048,1,1,2019-08-09T00:00:00Z,97,96,91.5,128.86,205.28,21.87,70.98,71.01,410.27,29120.43
019_AABC,CRGRO048,1,1,2019-08-10T00:00:00Z,98,97,93.68,130.55,205.28,21.85,72.22,71.76,435.09,31421.88
019_AABC,CRGRO048,1,1,2019-08-11T00:00:00Z,99,98,93.87,132.03,206.68,21.83,72.98,71.1,454.32,33153.78
019_AABC,CRGRO048,1,1,2019-08-12T00:00:00Z,100,99,93.87,131.85,209.31,21.91,74.44,71.19,445.39,33153.78
019_AABC,CRGRO048,1,1,2019-08-13T00:00:00Z,101,100,93.89,132.42,209.31,22.05,75.76,70.91,437.59,33153.78
019_AABC,CRGRO048,1,1,2019-08-14T00:00:00Z,102,101,93.89,133.01,209.31,22.2,76.95,70.59,447.57,34440.35
019_AABC,CRGRO048,1,1,2019-08-15T00:00:00Z,103,102,93.89,132.8,211.81,22.31,78.27,70.71,440,34440.35
019_AABC,CRGRO048,1,1,2019-08-16T00:00:00Z,104,103,93.89,132.58,214.25,22.44,79.62,70.82,432.58,34440.35
019_AABC,CRGRO048,1,1,2019-08-17T00:00:00Z,105,104,93.89,135.88,216.49,22.69,80.75,69.1,426.48,34440.35
019_AABC,CRGRO048,1,1,2019-08-18T00:00:00Z,106,105,93.89,139.56,216.49,23.04,81.9,67.28,420.5,34440.35
019_AABC,CRGRO048,1,1,2019-08-19T00:00:00Z,107,106,93.89,140.22,217.34,23.32,82.96,66.96,415.15,34440.35
019_AABC,CRGRO048,1,1,2019-08-20T00:00:00Z,108,107,93.89,143.57,218.22,23.71,83.8,65.4,410.98,34440.35
019_AABC,CRGRO048,1,1,2019-08-21T00:00:00Z,109,108,93.89,146.99,218.22,24.18,84.48,63.88,407.66,34440.35
019_AABC,CRGRO048,1,1,2019-08-22T00:00:00Z,110,109,93.89,150.31,218.22,24.68,84.87,62.47,405.79,34440.35
019_AABC,CRGRO048,1,1,2019-08-23T00:00:00Z,111,110,93.89,150.32,223.55,25.03,85.1,62.46,404.71,34440.35
019_AABC,CRGRO048,1,1,2019-08-24T00:00:00Z,112,111,93.89,152.48,229.15,25.42,85.4,61.58,403.3,34440.35
019_AABC,CRGRO048,1,1,2019-08-25T00:00:00Z,113,112,93.89,155.34,230.27,26.01,85.84,60.45,401.2,34440.35
