EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,PODINF,PODNO,SEEDNO,WTSHELL,WTSEED,PCINF,AFCON,AFSUM
017_AABB,CRGRO048,1,1,2017-06-27T00:00:00Z,54,46,0,0,0,0,0,0,0,0
017_AABB,CRGRO048,1,1,2017-06-28T00:00:00Z,55,47,0,0,0,0,0,0,0,0
017_AABB,CRGRO048,1,1,2017-06-29T00:00:00Z,56,48,0,0,0,0,0,0,0,0
017_AABB,CRGRO048,1,1,2017-06-30T00:00:00Z,57,49,0,0,0,0,0,0,0,0
017_AABB,CRGRO048,1,1,2017-07-01T00:00:00Z,58,50,0,0,0,0,0,0,0,0
017_AABB,CRGRO048,1,1,2017-07-02T00:00:00Z,59,51,0,2.47,0,0.09,0,0,0,0
017_AABB,CRGRO048,1,1,2017-07-03T00:00:00Z,60,52,0,5.88,0,0.27,0,0,0,0
017_AABB,CRGRO048,1,1,2017-07-04T00:00:00Z,61,53,0,8.68,0,0.5,0,0,0,0
017_AABB,CRGRO048,1,1,2017-07-05T00:00:00Z,62,54,0,12.19,0,0.81,0,0,0,0
017_AABB,CRGRO048,1,1,2017-07-06T00:00:00Z,63,55,0,14.28,0,1.14,0,0,0,0
017_AABB,CRGRO048,1,1,2017-07-07T00:00:00Z,64,56,0.36,17.16,0,1.55,0,2.1,0,0.04
017_AABB,CRGRO048,1,1,2017-07-08T00:00:00Z,65,57,0.85,23.01,3.81,2.13,0,3.71,0,0.42
017_AABB,CRGRO048,1,1,2017-07-09T00:00:00Z,66,58,1.33,29.27,9.06,2.84,0.06,4.53,20.33,1.16
017_AABB,CRGRO048,1,1,2017-07-10T00:00:00Z,67,59,1.64,36.15,13.37,3.77,0.2,4.55,8.12,1.61
017_AABB,CRGRO048,1,1,2017-07-11T00:00:00Z,68,60,1.79,41.65,18.78,4.75,0.4,4.29,4.21,1.68
017_AABB,CRGRO048,1,1,2017-07-12T00:00:00Z,69,61,1.84,47.61,21.98,5.86,0.67,3.86,2.5,1.68
017_AABB,CRGRO048,1,1,2017-07-13T00:00:00Z,70,62,1.84,50.53,26.37,6.94,0.98,3.63,1.72,1.68
017_AABB,CRGRO048,1,1,2017-07-14T00:00:00Z,71,63,1.84,56.2,35.54,8.18,1.36,3.27,1.23,1.68
017_AABB,CRGRO048,1,1,2017-07-15T00:00:00Z,72,64,1.84,62.48,45.46,9.54,1.89,2.94,0.89,1.68
017_AABB,CRGRO048,1,1,2017-07-16T00:00:00Z,73,65,1.84,70.7,56.34,11.08,2.59,2.6,0.65,1.68
017_AABB,CRGRO048,1,1,2017-07-17T00:00:00Z,74,66,1.84,79.06,65.27,12.86,3.5,2.32,0.48,1.68
017_AABB,CRGRO048,1,1,2017-07-18T00:00:00Z,75,67,1.84,87.52,74.81,14.65,4.48,2.1,0.37,1.68
017_AABB,CRGRO048,1,1,2017-07-19T00:00:00Z,76,68,1.84,96.08,79.69,16.55,5.58,1.91,0.3,1.68
017_AABB,CRGRO048,1,1,2017-07-20T00:00:00Z,77,69,1.84,102.55,89.21,18.38,6.7,1.79,0.25,1.68
017_AABB,CRGRO048,1,1,2017-07-21T00:00:00Z,78,70,1.84,108.4,99.64,20.29,8.01,1.69,0.21,1.68
017_AABB,CRGRO048,1,1,2017-07-22T00:00:00Z,79,71,1.84,113.98,113.06,22.16,9.48,1.61,0.18,1.68
017_AABB,CRGRO048,1,1,2017-07-23T00:00:00Z,80,72,1.84,121.7,126.51,24.13,11.19,1.51,0.15,1.68
017_AABB,CRGRO048,1,1,2017-07-24T00:00:00Z,81,73,1.84,129.88,140.2,26.15,13.09,1.41,0.13,1.68
017_AABB,CRGRO048,1,1,2017-07-25T00:00:00Z,82,74,1.84,139.13,153.85,28.29,15.22,1.32,0.11,1.68
017_AABB,CRGRO048,1,1,2017-07-26T00:00:00Z,83,75,1.84,147.67,164.58,30.56,17.57,1.24,0.1,1.68
017_AABB,CRGRO048,1,1,2017-07-27T00:00:00Z,84,76,1.84,158.05,174.4,32.96,20.07,1.16,0.08,1.68
017_AABB,CRGRO048,1,1,2017-07-28T00:00:00Z,85,77,1.84,166.62,183.95,35.25,22.6,1.1,0.07,1.68
017_AABB,CRGRO048,1,1,2017-07-29T00:00:00Z,86,78,1.84,177.1,196.83,37.78,25.48,1.04,0.07,1.68
017_AABB,CRGRO048,1,1,2017-07-30T00:00:00Z,87,79,1.84,187.09,210.42,40.32,28.54,0.98,0.06,1.68
017_AABB,CRGRO048,1,1,2017-07-31T00:00:00Z,88,80,1.84,198.33,225.76,42.99,31.85,0.93,0.05,1.68
017_AABB,CRGRO048,1,1,2017-08-01T00:00:00Z,89,81,1.84,209.72,239.69,45.63,35.28,0.88,0.05,1.68
017_AABB,CRGRO048,1,1,2017-08-02T00:00:00Z,90,82,1.84,220.7,256.48,48.3,38.86,0.83,0.04,1.68
017_AABB,CRGRO048,1,1,2017-08-03T00:00:00Z,91,83,3.55,227.25,270.54,51.15,42.98,1.56,0.05,1.94
017_AABB,CRGRO048,1,1,2017-08-04T00:00:00Z,92,84,3.64,238.99,287.81,54.1,47.23,1.52,0.04,1.94
017_AABB,CRGRO048,1,1,2017-08-05T00:00:00Z,93,85,3.74,251.77,304.3,57.1,51.68,1.49,0.04,1.94
017_AABB,CRGRO048,1,1,2017-08-06T00:00:00Z,94,86,3.83,262.07,322.68,60.01,56.26,1.46,0.03,1.94
017_AABB,CRGRO048,1,1,2017-08-07T00:00:00Z,95,87,3.83,273.27,341.32,62.9,61.01,1.4,0.03,1.94
017_AABB,CRGRO048,1,1,2017-08-08T00:00:00Z,96,88,3.83,278.32,359.51,65.68,66.15,1.37,0.03,1.94
017_AABB,CRGRO048,1,1,2017-08-09T00:00:00Z,97,89,3.83,285.79,370.49,68.48,71.62,1.34,0.03,1.94
017_AABB,CRGRO048,1,1,2017-08-10T00:00:00Z,98,90,3.83,296.01,389.68,71.29,77.24,1.29,0.03,1.94
017_AABB,CRGRO048,1,1,2017-08-11T00:00:00Z,99,91,3.83,306.57,410.36,73.93,82.84,1.25,0.02,1.94
017_AABB,CRGRO048,1,1,2017-08-12T00:00:00Z,100,92,3.83,316.92,427.39,76.7,88.95,1.21,0.02,1.94
017_AABB,CRGRO048,1,1,2017-08-13T00:00:00Z,101,93,3.83,326.05,445.84,79.21,94.95,1.17,0.02,1.94
017_AABB,CRGRO048,1,1,2017-08-14T00:00:00Z,102,94,3.83,333.14,454.47,81.72,101.44,1.15,0.02,1.94
017_AABB,CRGRO048,1,1,2017-08-15T00:00:00Z,103,95,3.83,342.4,466.56,84.21,108.1,1.12,0.02,1.94
017_AABB,CRGRO048,1,1,2017-08-16T00:00:00Z,104,96,3.83,351.14,483.23,86.67,114.85,1.09,0.02,1.94
017_AABB,CRGRO048,1,1,2017-08-17T00:00:00Z,105,97,3.83,359.67,500.52,88.97,121.64,1.06,0.02,1.94
017_AABB,CRGRO048,1,1,2017-08-18T00:00:00Z,106,98,3.83,366.1,517.07,91.09,128.65,1.04,0.02,1.94
017_AABB,CRGRO048,1,1,2017-08-19T00:00:00Z,107,99,17.17,373.37,531.81,90.78,133.55,4.6,0.16,21.3
017_AABB,CRGRO048,1,1,2017-08-20T00:00:00Z,108,100,34.59,381.17,542.95,90.62,135.27,9.07,0.94,126.77
017_AABB,CRGRO048,1,1,2017-08-21T00:00:00Z,109,101,52.64,389.25,557.58,90.45,136.55,13.52,2.86,391.02
017_AABB,CRGRO048,1,1,2017-08-22T00:00:00Z,110,102,70.92,396.56,571.81,90.31,136.96,17.88,6.58,900.75
017_AABB,CRGRO048,1,1,2017-08-23T00:00:00Z,111,103,89.03,403.86,585.79,90.17,136.96,22.05,12.55,1718.9
017_AABB,CRGRO048,1,1,2017-08-24T00:00:00Z,112,104,105.49,403.2,596.6,90.07,136.96,26.16,21.12,2892.92
017_AABB,CRGRO048,1,1,2017-08-25T00:00:00Z,113,105,117.67,402.47,608.62,89.97,136.96,29.24,31.24,4278.38
017_AABB,CRGRO048,1,1,2017-08-26T00:00:00Z,114,106,128.17,401.7,621.27,89.75,140.05,31.91,40.46,5665.78
017_AABB,CRGRO048,1,1,2017-08-27T00:00:00Z,115,107,140.17,398.19,630.2,89.63,140.36,35.2,54.23,7612
017_AABB,CRGRO048,1,1,2017-08-28T00:00:00Z,116,108,151.96,392.53,634.26,89.54,140.36,38.71,69.69,9782.12
017_AABB,CRGRO048,1,1,2017-08-29T00:00:00Z,117,109,161.78,384.4,634.26,89.47,140.36,42.09,80.36,11280.05
017_AABB,CRGRO048,1,1,2017-08-30T00:00:00Z,118,110,161.78,384.4,634.26,89.4,140.36,42.09,83.49,11718.18
017_AABB,CRGRO048,1,1,2017-08-31T00:00:00Z,119,111,161.78,384.4,634.26,88.92,149.54,42.09,78.36,11718.18
017_AABB,CRGRO048,1,1,2017-09-01T00:00:00Z,120,112,161.78,384.4,634.26,88.86,158.72,42.09,73.83,11718.18
017_AABB,CRGRO048,1,1,2017-09-02T00:00:00Z,121,113,161.78,384.4,634.26,88.67,168.3,42.09,69.63,11718.18
017_AABB,CRGRO048,1,1,2017-09-03T00:00:00Z,122,114,161.78,384.4,634.26,88.4,177.52,42.09,66.01,11718.18
017_AABB,CRGRO048,1,1,2017-09-04T00:00:00Z,123,115,161.78,384.4,634.26,88.1,186.49,42.09,62.84,11718.18
017_AABB,CRGRO048,1,1,2017-09-05T00:00:00Z,124,116,161.78,384.4,634.26,87.82,195.23,42.09,60.02,11718.18
017_AABB,CRGRO048,1,1,2017-09-06T00:00:00Z,125,117,161.78,384.4,634.26,87.53,204.08,42.09,57.42,11718.18
017_AABB,CRGRO048,1,1,2017-09-07T00:00:00Z,126,118,161.78,384.4,634.26,87.29,212.51,42.09,55.14,11718.18
017_AABB,CRGRO048,1,1,2017-09-08T00:00:00Z,127,119,161.78,384.4,634.26,87.05,220.71,42.09,53.09,11718.18
