EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,PODINF,PODNO,SEEDNO,WTSHELL,WTSEED,PCINF,AFCON,AFSUM
019_AAAL,CRGRO048,1,1,2019-06-25T00:00:00Z,52,44,0,0,0,0,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-06-26T00:00:00Z,53,45,0,0,0,0,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-06-27T00:00:00Z,54,46,0,0,0,0,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-06-28T00:00:00Z,55,47,0,0,0,0,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-06-29T00:00:00Z,56,48,0,0,0,0,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-06-30T00:00:00Z,57,49,0,0.95,0,0.04,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-01T00:00:00Z,58,50,0,3.47,0,0.14,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-02T00:00:00Z,59,51,0,5.88,0,0.29,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-03T00:00:00Z,60,52,0,8.48,0,0.49,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-04T00:00:00Z,61,53,0,11.52,0,0.76,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-05T00:00:00Z,62,54,0,14.52,0,1.11,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-06T00:00:00Z,63,55,0,17.67,1.42,1.55,0,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-07T00:00:00Z,64,56,0,20.78,5.17,2,0.02,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-08T00:00:00Z,65,57,0,24.41,8.75,2.56,0.09,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-09T00:00:00Z,66,58,0,28.73,12.59,3.21,0.22,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-10T00:00:00Z,67,59,0,34.33,17.06,3.98,0.4,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-11T00:00:00Z,68,60,0,39.93,21.45,4.87,0.65,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-12T00:00:00Z,69,61,0,47.21,26.23,5.97,0.96,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-13T00:00:00Z,70,62,0,55.95,31.27,7.35,1.37,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-14T00:00:00Z,71,63,0,65.27,37.14,8.75,1.81,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-15T00:00:00Z,72,64,0,74.2,44.09,10.22,2.32,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-16T00:00:00Z,73,65,0,84.55,53.03,11.81,2.9,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-17T00:00:00Z,74,66,0,94.1,61.85,13.52,3.6,0,0,0
019_AAAL,CRGRO048,1,1,2019-07-18T00:00:00Z,75,67,1.66,100.9,73.17,15.32,4.46,1.65,0.12,0.53
019_AAAL,CRGRO048,1,1,2019-07-19T00:00:00Z,76,68,1.86,111.9,86.61,17.44,5.53,1.66,0.11,0.63
019_AAAL,CRGRO048,1,1,2019-07-20T00:00:00Z,77,69,2.37,122.32,100.94,19.72,6.82,1.94,0.19,1.28
019_AAAL,CRGRO048,1,1,2019-07-21T00:00:00Z,78,70,2.59,132.86,114.77,22.04,8.25,1.95,0.24,1.98
019_AAAL,CRGRO048,1,1,2019-07-22T00:00:00Z,79,71,2.62,140.4,130.97,24.57,9.99,1.86,0.2,1.98
019_AAAL,CRGRO048,1,1,2019-07-23T00:00:00Z,80,72,2.63,144.61,146.12,26.99,11.96,1.82,0.17,1.98
019_AAAL,CRGRO048,1,1,2019-07-24T00:00:00Z,81,73,2.63,154.44,157.44,29.76,14.27,1.7,0.14,1.98
